,description,google_link,link,name,search,thumbnail
1354,Indivisible North San Diego County is a group for those who are interested ...,http://www.google.com/url?q=https://www.meetup.com/indivisibleNSDC/&sa=U&ved=0ahUKEwjv5pyyg4nTAhVB7YMKHaEqDcAQFggfMAI&usg=AFQjCNGhoCI7B8gPjF1mRYUVVY35v23v9g,https://www.meetup.com/indivisibleNSDC/,"INDIVISIBLE North San Diego County (San Marcos, CA) | Meetup","Escondido , CA indivisible",
1355,"Find Meetups in Escondido, California about Movements and meet people in 
your ... INDIVISIBLE North San Diego County ... Drinking Liberally Encinitas, Ca.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/escondido/movements/&sa=U&ved=0ahUKEwjv5pyyg4nTAhVB7YMKHaEqDcAQFggpMAM&usg=AFQjCNE_uA11Q1IR-wWO-skTABKXwp-HWg,https://www.meetup.com/cities/us/ca/escondido/movements/,Movements Meetups in Escondido - Meetup,"Escondido , CA indivisible",
1356,"Escondido Democrats, Escondido, California. 394 likes · 34 ... Check out 
coverage of Escondido Indivisible & Together We Will's action today. We see 
many ...",http://www.google.com/url?q=https://www.facebook.com/escondidodems/&sa=U&ved=0ahUKEwjv5pyyg4nTAhVB7YMKHaEqDcAQFgguMAQ&usg=AFQjCNGP3Ttnh0ynqWM2LpH-kL-QiqLCTQ,https://www.facebook.com/escondidodems/,Escondido Democrats - Home | Facebook,"Escondido , CA indivisible",
1363,"Indivisible Connecticut District 4 is #Live from the Congressman #JimHimes #
TownHall in Bridgeport, CT. We are here to galvanize a Congressman who has ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleCT4/&sa=U&ved=0ahUKEwiqvOKyg4nTAhWH5oMKHXk_CuAQFggZMAE&usg=AFQjCNHyfG0t2Vu25hybdkaoWoSucUKx2w,https://www.facebook.com/IndivisibleCT4/,Indivisible Connecticut 4 - Home | Facebook,"Bridgeport , CT indivisible",
1364,"Indivisible Connecticut 4 is mobilizing constituents of CT's Fourth Congressional 
... Immigration Canvassing Action in Bridgeport this Saturday 3/18 has been ...",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Connecticut-4-1673356726023139/posts&sa=U&ved=0ahUKEwiqvOKyg4nTAhWH5oMKHXk_CuAQFggeMAI&usg=AFQjCNEnsdEK-S1itlJt4ChdiAmLLsJEvQ,https://www.facebook.com/Indivisible-Connecticut-4-1673356726023139/posts,Indivisible Connecticut 4 | Facebook,"Bridgeport , CT indivisible",
1372,"What is Indivisible? Donald Trump is the biggest popular-vote loser in history to 
ever call himself President-Elect. In spite of the fact that he has no mandate, ...",http://www.google.com/url?q=http://www.indivisibleoc.org/&sa=U&ved=0ahUKEwiWqaizg4nTAhUL34MKHX-DAq4QFggUMAA&usg=AFQjCNF-aPHuAzebJxCIBgGVqI-VIzDqUw,http://www.indivisibleoc.org/,INDIVISIBLE ORANGE COUNTY: Home,"Orange , CA indivisible",
1373,Indivisible Orange County is a group for those who are interested in working ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/&sa=U&ved=0ahUKEwiWqaizg4nTAhUL34MKHX-DAq4QFggZMAE&usg=AFQjCNHGsRVws-dBt9vP7iqFykbs80qJqg,https://www.meetup.com/Indivisible-Orange-County/,"Indivisible Orange County (Huntington Beach, CA) | Meetup","Orange , CA indivisible",
1374,"Jan 20, 2017 ... It would be best if you can download and read the Indivisible Guide before ... The 
California's Nurses Association is hosting a rally organized by ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/events/236772703/&sa=U&ved=0ahUKEwiWqaizg4nTAhUL34MKHX-DAq4QFgglMAI&usg=AFQjCNGnfVoOSmVCWyf96nu--efyC8wXTg,https://www.meetup.com/Indivisible-Orange-County/events/236772703/,Review the Indivisible Guide and Discuss - Indivisible Orange ...,"Orange , CA indivisible",
1375,"Indivisible OC. 127 likes · 2 talking about this. Standing together against Donald J 
Trump and political extremism in Orange County, CA. twitter:...",http://www.google.com/url?q=https://www.facebook.com/indivisibleoc/&sa=U&ved=0ahUKEwiWqaizg4nTAhUL34MKHX-DAq4QFggrMAM&usg=AFQjCNEHg1V-pJXW8AIXNKuYf7vYG4O-sw,https://www.facebook.com/indivisibleoc/,Indivisible OC - Home | Facebook,"Orange , CA indivisible",
1382,"To connect with The Resistance/ Indivisible Sac / TRSN Group Meeting, sign up 
for Facebook today. ... 4140 Cuny Ave, Sacramento, California 95823 ...",http://www.google.com/url?q=https://www.facebook.com/events/607878336085139/&sa=U&ved=0ahUKEwj_seGzg4nTAhXq44MKHRJ5D7EQFggUMAA&usg=AFQjCNHUUGdkD8U4oR6vDFEPYOiGtKU6EQ,https://www.facebook.com/events/607878336085139/,The Resistance/ Indivisible Sac / TRSN Group Meeting - Facebook,"Elk Grove , CA indivisible",
1392,"For more about Indivisible Georgia, click here. Click here to find your district. 
Click here for an overview of Georgia congressmen. For detailed information 
about ...",http://www.google.com/url?q=http://indivisible-ga.org/&sa=U&ved=0ahUKEwi275W0g4nTAhWl64MKHeMvBbAQFggUMAA&usg=AFQjCNGmi68lcHK35Q4OW2JCzJUl6zQzpA,http://indivisible-ga.org/,Indivisible Georgia,"Savannah , GA indivisible",
1393,"Speak Out Tybee Island, GA 31328 https://www.facebook.com/groups/
235933630188530/?fref=nf. Skidaway Island Indivisible Group Savannah, GA 
31411",http://www.google.com/url?q=http://indivisible-ga.org/first/contacts/&sa=U&ved=0ahUKEwi275W0g4nTAhWl64MKHeMvBbAQFggZMAE&usg=AFQjCNGSmUFq8GuZ0bRLU7TXckcCf5J7eQ,http://indivisible-ga.org/first/contacts/,Contacts – Indivisible Georgia's First District,"Savannah , GA indivisible",
1395,"Friends in GA: Indivisible is heading your way. Join us in ATL for DocuFest: 
Saturday, Sept 17 at 6:45 PM at The Mammal Gallery. Or join us for the 
Savannah ...",http://www.google.com/url?q=https://www.facebook.com/indivisiblefilm/photos/pcb.1776024689286803/1776024635953475/%3Ftype%3D3&sa=U&ved=0ahUKEwi275W0g4nTAhWl64MKHeMvBbAQFggkMAM&usg=AFQjCNGZr9IQdxof0YRYfYjDybpmYf3UiA,https://www.facebook.com/indivisiblefilm/photos/pcb.1776024689286803/1776024635953475/?type=3,Indivisible - Friends in GA: Indivisible is heading your... | Facebook,"Savannah , GA indivisible",
1402,"Meetups in Mesquite. These are just some of the ... Mesquite, TX. Groups · 
Calendar. Sort by Best match ... Indivisible (Liberty Tree) - DFW. We're 679 
Members.",http://www.google.com/url?q=https://www.meetup.com/cities/us/tx/mesquite/&sa=U&ved=0ahUKEwidrb60g4nTAhWJx4MKHfTLDA4QFggUMAA&usg=AFQjCNG5WBAeJSI_mAGMX7EYUOf80w4DYg,https://www.meetup.com/cities/us/tx/mesquite/,"Meetups near Mesquite, Texas | Meetup","Mesquite , TX indivisible",
1406,"Indivisible DFW, Dallas, Texas. ... See more of Indivisible DFW by logging into 
Facebook ..... Sat 12:00 PM CDT · 317 S Galloway, Suite A, Mesquite, TX 75149.",http://www.google.com/url?q=https://www.facebook.com/indivisibleDFW/posts%3Fref%3Dpage_internal&sa=U&ved=0ahUKEwidrb60g4nTAhWJx4MKHfTLDA4QFggrMAQ&usg=AFQjCNGOutod6eBtYRyEkTQuMFC_uExxCA,https://www.facebook.com/indivisibleDFW/posts?ref=page_internal,Indivisible DFW | Facebook,"Mesquite , TX indivisible",
1407,"Indivisible DFW, Dallas, Texas. 1179 likes · 76 talking about this. The mission of 
IndivisibleDFW is to build an inclusive coalition to fight the rise...",http://www.google.com/url?q=https://www.facebook.com/indivisibleDFW/&sa=U&ved=0ahUKEwidrb60g4nTAhWJx4MKHfTLDA4QFggwMAU&usg=AFQjCNH9aTpJw9fzmUAedaHqsyQIaJrhEw,https://www.facebook.com/indivisibleDFW/,Indivisible DFW - Home | Facebook,"Mesquite , TX indivisible",
1413,"6120 Edenhall Dr, San Jose, CA (map). 37.307716 -122.011032. Find Edenhall ...",http://www.google.com/url?q=https://www.meetup.com/South-Bay-Rapid-Response-Indivisible/events/238157560/&sa=U&ved=0ahUKEwj55-y0g4nTAhUL84MKHUPvAFwQFggaMAE&usg=AFQjCNEyrTVfQAMs4RZfkkQGQVuOdMtVjg,https://www.meetup.com/South-Bay-Rapid-Response-Indivisible/events/238157560/,Resist Trump! - South Bay Rapid Response Indivisible (Cupertino ...,"Sunnyvale , CA indivisible",
1414,Concerned about where the country is heading? You're not alone. Join others ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Sunnyvale/&sa=U&ved=0ahUKEwj55-y0g4nTAhUL84MKHUPvAFwQFggiMAI&usg=AFQjCNGWS7b3GUxXQv26b3LuM23g6nwQfQ,https://www.meetup.com/Resist-Sunnyvale/,"#Resist: Sunnyvale (Sunnyvale, CA) | Meetup","Sunnyvale , CA indivisible",
1417,"March Meeting: Indivisible - Resisting the Trump Agenda. Public. · Hosted by 
Democratic Club of Sunnyvale ... 696 Sheraton Dr, Sunnyvale, California 94087 ...",http://www.google.com/url?q=https://www.facebook.com/events/1302519029829469/%3Facontext%3D%257B%2522source%2522%253A3%252C%2522source_newsfeed_story_type%2522%253A%2522regular%2522%252C%2522action_history%2522%253A%2522%255B%257B%255C%2522surface%255C%2522%253A%255C%2522newsfeed%255C%2522%252C%255C%2522mechanism%255C%2522%253A%255C%2522feed_story%255C%2522%252C%255C%2522extra_data%255C%2522%253A%255B%255D%257D%255D%2522%252C%2522has_source%2522%253Atrue%257D%26source%3D3%26source_newsfeed_story_type%3Dregular%26action_history%3D%255B%257B%2522surface%2522%253A%2522newsfeed%2522%252C%2522mechanism%2522%253A%2522feed_story%2522%252C%2522extra_data%2522%253A%255B%255D%257D%255D%26has_source%3D1%26hc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwj55-y0g4nTAhUL84MKHUPvAFwQFgg4MAU&usg=AFQjCNG4XcjZuQFR-SlKnimqQP4H2JluKw,https://www.facebook.com/events/1302519029829469/?acontext=%7B%22source%22%3A3%2C%22source_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22newsfeed%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22feed_story%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%2C%22has_source%22%3Atrue%7D&source=3&source_newsfeed_story_type=regular&action_history=%5B%7B%22surface%22%3A%22newsfeed%22%2C%22mechanism%22%3A%22feed_story%22%2C%22extra_data%22%3A%5B%5D%7D%5D&has_source=1&hc_ref=PAGES_TIMELINE,March Meeting: Indivisible - Resisting the Trump Agenda - Facebook,"Sunnyvale , CA indivisible",
1418,"Wed 7:00 PM PDT · CPAA Arts Center · San Jose, CA. Causes ..... South Bay 
Rapid Response Indivisible shared Democratic Club of Sunnyvale's event.",http://www.google.com/url?q=https://www.facebook.com/South-Bay-Rapid-Response-Indivisible-358712034498878/%3Fref%3Dpy_c&sa=U&ved=0ahUKEwj55-y0g4nTAhUL84MKHUPvAFwQFgg9MAY&usg=AFQjCNH6htMIMtQs0l69X8MK3kiWKBzbOg,https://www.facebook.com/South-Bay-Rapid-Response-Indivisible-358712034498878/?ref=py_c,South Bay Rapid Response Indivisible - Home | Facebook,"Sunnyvale , CA indivisible",
1421,Indivisible Orange County is a group for those who are interested in working ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/&sa=U&ved=0ahUKEwj63Zi1g4nTAhXk7oMKHc7jCZgQFggUMAA&usg=AFQjCNHGsRVws-dBt9vP7iqFykbs80qJqg,https://www.meetup.com/Indivisible-Orange-County/,"Indivisible Orange County (Huntington Beach, CA) | Meetup","Fullerton , CA indivisible",
1422,"Find Meetups in Fullerton, California about Movements and meet people in your 
local community who share ... Indivisible OC 45 Tustin, Orange, Anaheim Hills.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/fullerton/movements/&sa=U&ved=0ahUKEwj63Zi1g4nTAhXk7oMKHc7jCZgQFgggMAE&usg=AFQjCNEq485rVcLgrBTxKq0JISFBRVdB6A,https://www.meetup.com/cities/us/ca/fullerton/movements/,Movements Meetups in Fullerton - Meetup,"Fullerton , CA indivisible",
1424,Indivisible CA D-39 will be having a booth at this family-friendly event ...,http://www.google.com/url?q=https://indivisibleca-d39.org/eventsingle/faces-fullerton-indivisible-ca-d-39-booth-fullerton-plaza-1000am-330pm/&sa=U&ved=0ahUKEwj63Zi1g4nTAhXk7oMKHc7jCZgQFggrMAM&usg=AFQjCNHM-dsKKrbEywMPe74Ymp787RctCA,https://indivisibleca-d39.org/eventsingle/faces-fullerton-indivisible-ca-d-39-booth-fullerton-plaza-1000am-330pm/,Faces of Fullerton Indivisible CA D-39 Booth at the Fullerton Plaza ...,"Fullerton , CA indivisible",
1425,"Join us on Saturday afternoon as we get out into the community and meet our 
Fullerton neighbors! If we've learned anything from this election cycle, it's that we
 ...",http://www.google.com/url?q=https://www.facebook.com/events/270448176701850/&sa=U&ved=0ahUKEwj63Zi1g4nTAhXk7oMKHc7jCZgQFggzMAQ&usg=AFQjCNFy8gpxbDv2uFhNQNP97T52cYPRcw,https://www.facebook.com/events/270448176701850/,Indivisible CA D39 #KnockEveryDoor in Fullerton - Facebook,"Fullerton , CA indivisible",
1426,"Indivisible CA D39 #KnockEveryDoor in Fullerton is on Facebook. To connect 
with Indivisible CA D39 #KnockEveryDoor in Fullerton, sign up for Facebook 
today ...",http://www.google.com/url?q=https://www.facebook.com/events/270448176701850/%3Factive_tab%3Ddiscussion&sa=U&ved=0ahUKEwj63Zi1g4nTAhXk7oMKHc7jCZgQFgg4MAU&usg=AFQjCNGJ5Jkxu1BM07NcXF6P6rJt13eiIw,https://www.facebook.com/events/270448176701850/?active_tab=discussion,Indivisible CA D39 #KnockEveryDoor in Fullerton - Facebook,"Fullerton , CA indivisible",
1427,"Our mission is to organize CA-39 constituents to defend our values, our 
neighbors, and ourselves... ... Faces of Fullerton Indivisible CA D-39 Booth. Sat 
10:00 ...",http://www.google.com/url?q=https://www.facebook.com/indivisiblecad39/&sa=U&ved=0ahUKEwj63Zi1g4nTAhXk7oMKHc7jCZgQFgg9MAY&usg=AFQjCNGHyjDS1veVrlR0vgVu7Kjng_eRNQ,https://www.facebook.com/indivisiblecad39/,Indivisible CA D-39 - Home | Facebook,"Fullerton , CA indivisible",
1433,"Two great ways to see Indivisible tomorrow and learn more about how you can 
stand with ... McAllen, TX: http://cinesol.com/23rd-annual-film-festival-schedule/.",http://www.google.com/url?q=https://www.facebook.com/indivisiblefilm/posts/1807941072761831&sa=U&ved=0ahUKEwiygNi1g4nTAhUQ3YMKHXsCA_0QFgggMAI&usg=AFQjCNG5HdJM2q8TssHXoY_ICbmHygxbQQ,https://www.facebook.com/indivisiblefilm/posts/1807941072761831,Indivisible - Two great ways to see Indivisible tomorrow... | Facebook,"McAllen , TX indivisible",
1434,"Jan 29, 2017 ... Updates: Michael McCaul (TX-10) is reported to have helped draft the executive 
order, says ... Read TX-10 Indivisible's statement on McCaul.",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/&sa=U&ved=0ahUKEwiygNi1g4nTAhUQ3YMKHXsCA_0QFgglMAM&usg=AFQjCNH1pIeIGFJ8e4d2XVgiPgf7mFuJbQ,https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/,"Actions for January 30 – February 5, 2017 – INDIVISIBLE AUSTIN","McAllen , TX indivisible",
1435,"Jan 28, 2017 ... On Tuesday January 31 at 9 a.m. there is an opportunity to show up and stand 
with Texas Muslims who are engaging in participatory ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/01/28/call-to-action-peaceful-protectors-at-texas-muslim-capitol-day/&sa=U&ved=0ahUKEwiygNi1g4nTAhUQ3YMKHXsCA_0QFggrMAQ&usg=AFQjCNH63e2tmkr6ImPtwqqqog0e5jglJw,https://www.indivisibleaustin.com/2017/01/28/call-to-action-peaceful-protectors-at-texas-muslim-capitol-day/,CALL TO ACTION: Peaceful Protectors at Texas ... - Indivisible Austin,"McAllen , TX indivisible",
1436,"Capitol Phone: (512) 463-0120. Capitol Address: P.O. Box 12068, Capitol Station 
Austin, TX 78711. District Address: 612 Nolana, Suite 410 B McAllen TX 78504",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwiygNi1g4nTAhUQ3YMKHXsCA_0QFggxMAU&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,"McAllen , TX indivisible",
1442,"Feb 22, 2017 ... 6-8 pm EST https://www.facebook.com/events/223237678147708/?ti=cl http://
www.signupgenius.com/go/5080d4aa8ad2ba7f85-22217 ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Cary/events/237858626/&sa=U&ved=0ahUKEwjxqvy1g4nTAhWl34MKHXlLBGQQFgggMAI&usg=AFQjCNF3VLYVkU5kX9K6HWzyuvWcVBSZyg,https://www.meetup.com/Resist-Cary/events/237858626/,"Indivisible Town Hall In Cary - #Resist: Cary (Cary, NC) | Meetup","Cary, NC indivisible",
1448,"Indivisible Johnston County NC shared their event. · February 28 at .... Town Hall 
Meeting. Wed 6:00 PM EST · Herbert Young Community Center · Cary, NC.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleJoCoNC/%3Fref%3Dpage_internal%26hc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwjxqvy1g4nTAhWl34MKHXlLBGQQFghFMAk&usg=AFQjCNE0p5gI8HjhktDuBSl2C6RUFDRoOg,https://www.facebook.com/IndivisibleJoCoNC/?ref=page_internal&hc_ref=PAGES_TIMELINE&fref=nf,Indivisible Johnston County NC | Facebook,"Cary, NC indivisible",
1449,"Discussing Senator Joni Ernst's Des Moines Forum with Indivisible Iowa. Last 
weekend ... “More signs at @joniernst town meeting in Cedar Rapids.” twitter.com
.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleIowa/&sa=U&ved=0ahUKEwiwzbO2g4nTAhUE5YMKHQ24AMcQFggUMAA&usg=AFQjCNEYryzs44-Sdy92qBdcWNs_KJQDAw,https://www.facebook.com/IndivisibleIowa/,Indivisible Iowa - Home | Facebook,"Cedar Rapids , IA indivisible",
1454,"Concerned about where the country is heading? You're not alone. Join others 
who care about what's happening to democracy, equality, human rights, social ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Cedar-Rapids/&sa=U&ved=0ahUKEwiwzbO2g4nTAhUE5YMKHQ24AMcQFggvMAU&usg=AFQjCNGx8njaCQ8un7vHEnC_W_AJeAAYig,https://www.meetup.com/Resist-Cedar-Rapids/,"#Resist: Cedar Rapids (Cedar Rapids, IA) | Meetup","Cedar Rapids , IA indivisible",
1459,"Sterling Heights Democratic Club, Sterling Heights, Michigan. 276 likes · 3 talking 
about this. The Sterling Heights Democratic Club focuses on building...",http://www.google.com/url?q=https://www.facebook.com/Sterlingheightsdemocraticclub/&sa=U&ved=0ahUKEwi1_9q2g4nTAhUH7YMKHZbqBiAQFggUMAA&usg=AFQjCNE6A4iD2qXuyTJ1UXXi6u_Ng8WfKg,https://www.facebook.com/Sterlingheightsdemocraticclub/,Sterling Heights Democratic Club - Home | Facebook,"Sterling Heights , MI indivisible",
1460,Concerned about where the country is heading? You're not alone. Join others ...,http://www.google.com/url?q=https://www.meetup.com/en-AU/Resist-Sterling-Heights/&sa=U&ved=0ahUKEwi1_9q2g4nTAhUH7YMKHZbqBiAQFggZMAE&usg=AFQjCNE-AQQQhX5-bABsgs7qgRtK7iYSxQ,https://www.meetup.com/en-AU/Resist-Sterling-Heights/,"#Resist: Sterling Heights (Sterling Heights, MI) | Meetup","Sterling Heights , MI indivisible",
1468,"We are a group of progressive constituents living in South Carolina's 5th 
congressional district working to fight the Trump agenda.",http://www.google.com/url?q=https://www.facebook.com/indivisiblesc5/&sa=U&ved=0ahUKEwjnuIm3g4nTAhXC6YMKHb-aAgUQFggZMAE&usg=AFQjCNFmuzW8ce8MwwKsO24bAQFQwRsydw,https://www.facebook.com/indivisiblesc5/,Indivisible SC District 5 - Home | Facebook,"Columbia , SC indivisible",
1469,"Indivisible Columbia SC. 9 likes · 5 talking about this. We stand indivisible in 
South Carolina against the Trump administrations agenda.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleColumbiaSC/&sa=U&ved=0ahUKEwjnuIm3g4nTAhXC6YMKHb-aAgUQFggeMAI&usg=AFQjCNE_fPXLaXFocELw5OM2zHx1GvaT_w,https://www.facebook.com/IndivisibleColumbiaSC/,Indivisible Columbia SC | Facebook,"Columbia , SC indivisible",
1475,"Make this a recurring monthly contribution. Yes. You can cancel at any time. 
Credit Card*. American Express. Discover. MasterCard. Visa. Card Number.",http://www.google.com/url?q=https://www.indivisible.us/donate/&sa=U&ved=0ahUKEwjnuIm3g4nTAhXC6YMKHb-aAgUQFgg_MAg&usg=AFQjCNG7klbwVvkhdP3U2m8f_-c4AmGPdg,https://www.indivisible.us/donate/,Donate - Indivisible,"Columbia , SC indivisible",
1476,"We are a group of concerned and progressive constituents living in South 
Carolina's 5th congressional district which includes Cherokee, Chester, Fairfield,",http://www.google.com/url?q=https://www.meetup.com/Indivisible-SC-District-5/&sa=U&ved=0ahUKEwjnuIm3g4nTAhXC6YMKHb-aAgUQFghEMAk&usg=AFQjCNFYQ8j4rqE9sbqUkzoc4GxMZFvN5w,https://www.meetup.com/Indivisible-SC-District-5/,"Indivisible SC District 5 (Rock Hill, SC) | Meetup","Columbia , SC indivisible",
1480,"Mar 19, 2017 ... PROTEST VP Mike Pence speaking at the Church By The Glades at 400 
Lakeview Dr, Coral Springs FL 33071 on Sunday, March 19th at 10:00 ...",http://www.google.com/url?q=https://www.indivisiblesouthflorida.com/new-events/2017/3/19/pence-protest&sa=U&ved=0ahUKEwjUj6q3g4nTAhVh64MKHb8eAuMQFggmMAM&usg=AFQjCNFrB6ObIPdZNdGGR1F7cK4c2IK97g,https://www.indivisiblesouthflorida.com/new-events/2017/3/19/pence-protest,PENCE Protest! — Indivisible South Florida,"Coral Springs , FL indivisible",
1481,"When I took office in 2010, Bob Levinson, our neighbor from Coral Springs, had 
already been missing for three years. Bob disappeared in Iran on March 9, 2007.",http://www.google.com/url?q=https://www.facebook.com/Indivisible954/posts/1256950431059191&sa=U&ved=0ahUKEwjUj6q3g4nTAhVh64MKHb8eAuMQFggsMAQ&usg=AFQjCNEi5f3gsjbhRwbqNOWbz_4DKJN9hw,https://www.facebook.com/Indivisible954/posts/1256950431059191,Many of us have followed this tragic... - Indivisible South Florida ...,"Coral Springs , FL indivisible",
1489,"2 days ago ... Find Meetups in Carrollton, Texas about Movements and meet people in your 
local community who share ... Indivisible (Liberty Tree) - DFW.",http://www.google.com/url?q=https://www.meetup.com/cities/us/tx/carrollton/events/movements/&sa=U&ved=0ahUKEwjXvt23g4nTAhVl5IMKHdNWC4YQFggmMAM&usg=AFQjCNFxvIudm1c_qs0XfnOE55wE1XLy9w,https://www.meetup.com/cities/us/tx/carrollton/events/movements/,Movements Meetups in Carrollton - Meetup,"Carrollton , TX indivisible",
1491,"Indivisible DFW, Dallas, Texas. 1179 likes · 76 talking about this. The mission of 
IndivisibleDFW is to build an inclusive coalition to fight the rise...",http://www.google.com/url?q=https://www.facebook.com/indivisibleDFW/&sa=U&ved=0ahUKEwjXvt23g4nTAhVl5IMKHdNWC4YQFggyMAU&usg=AFQjCNH9aTpJw9fzmUAedaHqsyQIaJrhEw,https://www.facebook.com/indivisibleDFW/,Indivisible DFW - Home | Facebook,"Carrollton , TX indivisible",
1492,"Indivisible TX-30, Dallas, Texas. 122 likes · 6 talking about this. Inspired by the 
Indivisible Guide. Progressive Action in Dallas to resist the Trump...",http://www.google.com/url?q=https://www.facebook.com/indivisibletx30/&sa=U&ved=0ahUKEwjXvt23g4nTAhVl5IMKHdNWC4YQFgg3MAY&usg=AFQjCNFPzReMT4PYGiqoT4Cxuf4rOeIGkA,https://www.facebook.com/indivisibletx30/,Indivisible TX-30 - Home | Facebook,"Carrollton , TX indivisible",
1494,"Find your Texas State Rep Governor Greg Abbott (800) 843-5789 (512) ... Texas 
State Senate District 4–Senator Brandon Creighton ..... Carrollton TX 75007",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwjXvt23g4nTAhVl5IMKHdNWC4YQFghBMAg&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,"Carrollton , TX indivisible",
1500,"Here's a list of all the all the New Jersey Indivisible groups that I have found on 
Twitter and facebook so far--sometimes ... We are an Indivisible Group, 
representing District 11 in New Jersey. .... Elizabeth Wakelin and Carol Nielsen 
like this.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleNJ/&sa=U&ved=0ahUKEwjbjYm4g4nTAhUJ7YMKHXMVBrAQFggpMAQ&usg=AFQjCNHkZ6PtsiS_rBuWcXUdkyecZBMb6A,https://www.facebook.com/IndivisibleNJ/,Indivisible New Jersey - Home | Facebook,"Elizabeth , NJ indivisible",
1506,"I am a Christian minister, white, heterosexual sports fan from East Texas, who 
has lived in Waco since 2000, and I identify with the gender I was assigned at 
birth ...",http://www.google.com/url?q=http://www.indivisibletx17.com/blog/&sa=U&ved=0ahUKEwjyldC4g4nTAhUk2IMKHZEwDlAQFggUMAA&usg=AFQjCNHlGmurtDrTkf0zLIVmbftHJE16wg,http://www.indivisibletx17.com/blog/,Indivisible TX-17 Blog – Organized for action in Texas's 17th District.,"Waco , TX indivisible",
1507,"We're INDIVISIBLE, and we're undefeatable when we STAND TOGETHER! 
Congressional District TX-17 Rep. Bill Flores. Austin Office: ... Waco, TX 76701 ...",http://www.google.com/url?q=http://indivisibletx17.com/contact-your-reps/&sa=U&ved=0ahUKEwjyldC4g4nTAhUk2IMKHZEwDlAQFggZMAE&usg=AFQjCNEUMtEN4njEQUfb62a_PdHUxngoWw,http://indivisibletx17.com/contact-your-reps/,Contact Your Reps – Indivisible TX-17,"Waco , TX indivisible",
1508,"Texas District 17 of the United States House of Representatives is a 
Congressional district that serves a strip of central Texas stretching from Waco to
 ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/take-action-now/congressional-districts/district-17/&sa=U&ved=0ahUKEwjyldC4g4nTAhUk2IMKHZEwDlAQFggeMAI&usg=AFQjCNESLhnD1IEqJ4HkaMm55dkpSYfEpg,https://www.indivisibleaustin.com/take-action-now/congressional-districts/district-17/,Bill Flores (TX-17) – INDIVISIBLE AUSTIN,"Waco , TX indivisible",
1509,"Jan 29, 2017 ... Updates: Michael McCaul (TX-10) is reported to have helped draft the executive 
order, says ... Read TX-10 Indivisible's statement on McCaul.",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/&sa=U&ved=0ahUKEwjyldC4g4nTAhUk2IMKHZEwDlAQFggjMAM&usg=AFQjCNH1pIeIGFJ8e4d2XVgiPgf7mFuJbQ,https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/,"Actions for January 30 – February 5, 2017 – INDIVISIBLE AUSTIN","Waco , TX indivisible",
1513,"Indivisible Guide. 164295 likes · 48355 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwjyldC4g4nTAhUk2IMKHZEwDlAQFgg6MAc&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide - Home | Facebook,"Waco , TX indivisible",
