|,|__City,|__Date,|__District,|__Location,|__Member,|__Notes,|__Party,|__RSVP,|__State,|__StateAb,|__Time,|__Zip,|__address,|__dateChanged,|__dateObj,|__dateString,|__dateValid,|__eventId,|__eventName,|__lastUpdated,|__lastUpdatedHuman,|__lat,|__link,|__linkName,|__lng,|__meetingType,|__rsvpName,|__noLoc,|__repeatingEvent,|__streetAddress,|__timeEnd,|__updatedBy,|__timeEnd24,|__timeStart24,|__timeZone,|__yearMonthDay,|__zoneString
-KgZM-5OK9gtmcMJu9fP,,Tue Apr 11 2017,WA-01,Glacier Peak High School,Suzan Delbene,,Democratic,,Washington,,7:00 PM,,"7401 144th Pl SE, Snohomish, WA 98296",,1.49E+12,,,-KgZM-5OK9gtmcMJu9fP,,1.49E+12,Fri Mar 31 2017,47.8675307,http://www.skyvalleychronicle.com/BREAKING-NEWS/Congresswoman-Suzan-DelBene-to-host-series-of-Town-Hall-meetings-to-hear-from-constituents-2799627,,-122.1332304,Town Hall,,,,,8:30 PM,,20:30:00,19:00:00,PDT,4/11/2017,America/Los_Angeles
#NAME?,,Mon Apr 10 2017,SC-3,Laurens,Jeff Duncan,"Constituents interested in meeting with Congressman Duncan on the 10th or the 13th can call his Anderson, South Carolina office at 864-224-7401 by Friday March 31st to schedule an appointment. Note: The time listed with this event is not the event time.",Republican,,South Carolina,,:undefined AM,,,TRUE,1.49E+12,,TRUE,#NAME?,Laurens Office Hours,1.49E+12,Fri Mar 31 2017,,http://jeffduncan.house.gov/press-release/congressman-duncan-announces-anderson-and-laurens-office-hours,Congressman Duncan Announces Anderson and Laurens Office Hours,,Office Hours,,,,,,,,:00,,4/10/2017,
#NAME?,,Thu Apr 13 2017,SC-3,Anderson,Jeff Duncan,"Constituents interested in meeting with Congressman Duncan on the 10th or the 13th can call his Anderson, South Carolina office at 864-224-7401 by Friday March 31st to schedule an appointment.  Note: The time listed with this event is not the event time.",Republican,,South Carolina,,:undefined AM,,,TRUE,1.49E+12,,TRUE,#NAME?,Anderson Office Hours,1.49E+12,Fri Mar 31 2017,,http://jeffduncan.house.gov/press-release/congressman-duncan-announces-anderson-and-laurens-office-hours,Congressman Duncan Announces Anderson and Laurens Office Hours,,Office Hours,,,,,,,,:00,,4/13/2017,
#NAME?,,Fri Apr 21 2017,WA-01,Mount Vernon High School,Suzan Delbene,,Democratic,,Washington,,6:00 PM,,"314 N 9th St, Mt Vernon, WA 98273",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,48.4237437,http://www.skyvalleychronicle.com/BREAKING-NEWS/Congresswoman-Suzan-DelBene-to-host-series-of-Town-Hall-meetings-to-hear-from-constituents-2799627,,-122.3274673,Town Hall,,,,,7:30 PM,,19:30:00,18:00:00,PDT,4/21/2017,America/Los_Angeles
#NAME?,,Tue Apr 04 2017,9,American Legion Building,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"226 N Central Ave, Tazewell, VA 24651",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.1177543,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-81.5207522,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/4/2017,America/New_York
#NAME?,,Tue Apr 04 2017,9,Town of Grundy Offices,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,12:00 PM,,"1185 Plaza Drive, Grundy, VA 24614",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.2555654,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.1075757,Office Hours,,,,,2:00 PM,,14:00:00,12:00:00,EDT,4/4/2017,America/New_York
#NAME?,,Tue Apr 04 2017,9,Town of Dublin Offices,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,2:00 PM,,"101 Dublin Park Rd, Dublin, VA 24084",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.0920028,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.6826925,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/4/2017,America/New_York
#NAME?,,Wed Apr 05 2017,9,Town Council Chambers,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"138 W Main St, Marion, VA 24354",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,36.8321226,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-81.5209318,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Wed Apr 05 2017,9,City of Covington Conference Room,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"333 W Locust St, Covington, VA 24426",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.7909409,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-79.9949,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Wed Apr 05 2017,9,Craig County Administration Building,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,2:00 PM,,"Court St, New Castle, VA 24127",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.5031022,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.1082745,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Wed Apr 05 2017,9,Bristol VA Public Library Upstairs Conference Room,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,2:00 PM,,"701 Goode St, Bristol, VA 24201",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,36.5959409,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.1855215,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Tue Apr 11 2017,9,Town of Pearisburg Offices,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"112 Tazewell St, Pearisburg, VA 24134",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.3266648,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.7334383,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/11/2017,America/New_York
#NAME?,,Tue Apr 11 2017,9,Dickenson Center for Education and Research,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"818 Happy Valley Dr, Clintwood, VA 24228",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.1439494,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.4371791,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/11/2017,America/New_York
#NAME?,,Tue Apr 11 2017,9,City of Salem Offices,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,2:00 PM,,"114 N Broad St, Salem, VA 24153",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.2940449,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.058718,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/11/2017,America/New_York
#NAME?,,Tue Apr 11 2017,9,Big Stone Gap Federal Courthouse 3rd Floor Room 303,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,2:00 PM,,"322 Wood Ave E, Big Stone Gap, VA 24219",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,36.8667695,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.7753638,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/11/2017,America/New_York
#NAME?,,Wed Apr 12 2017,9,Radford Public Library Meeting Room,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"30 W Main St, Radford, VA 24141",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.1372495,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.5689662,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/12/2017,America/New_York
#NAME?,,Wed Apr 12 2017,9,Roanoke Library Hollins Branch,Morgan Griffith," Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,2:00 PM,,"6624 Peters Creek Rd, Hollins, VA 24019",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,37.345795,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-79.96071,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/12/2017,America/New_York
#NAME?,,Thu Apr 13 2017,9,Grayson County Administration Building Board of Supervisors Room Suite 206,Morgan Griffith,"Congressman Griffith’s Ninth District STAFF will be available at the following locations during the month of April. In the event of inclement weather (heavy snow, sleet, icy rain, etc.), traveling office hours may be rescheduled to avoid putting constituents at risk. Please contact the Christiansburg Office at 540-381-5671 or the Abingdon Office at 276-525-1405 with any questions or to confirm that traveling hours are still in effect.",Republican,,Virginia,,10:00 AM,,"129 State Rte T 1101, Independence, VA 24348",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,36.6231823,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-81.1511959,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/13/2017,America/New_York
#NAME?,,Tue Apr 11 2017,NC-01,East Carolina Heart Institute,G.K. Butterfield,"Limited space, online registration through Congressman Butterfield's website.  ",Democratic,,North Carolina,,6:30 PM,,"115 Heart Dr, Greenville, NC 27834",,1.49E+12,,,#NAME?,Forward Together: A Community Discussion,1.49E+12,Fri Mar 31 2017,35.6102536,https://butterfield.house.gov/about/events/forward-together-community-discussion-greenville,Register to Attend,-77.4066296,Town Hall,,,,,8:30 PM,,20:30:00,18:30:00,EDT,4/11/2017,America/New_York
#NAME?,,Tue Apr 11 2017,NC-01,East Carolina Heart Institute,G.K. Butterfield,"Limited space, online registration through Congressman Butterfield's website.  ",Democratic,,North Carolina,,6:30 PM,,"115 Heart Dr, Greenville, NC 27834",,1.49E+12,,,#NAME?,Forward Together: A Community Discussion,1.49E+12,Fri Mar 31 2017,35.6102536,https://butterfield.house.gov/about/events/forward-together-community-discussion-greenville,Register to Attend,-77.4066296,Town Hall,,,,,8:30 PM,,20:30:00,18:30:00,EDT,4/11/2017,America/New_York
#NAME?,,Wed Apr 12 2017,NY-24,Skaneateles Historical Society Museum at the Creamery,John Katko,"Hosted by the Skaneateles Democratic Committee, but other communities and parties are welcome. Rep. Katko has been invited.  ",Republican,,New York,,7:00 PM,,"28 Hannum St, Skaneateles, NY 13152",,1.49E+12,,,#NAME?,Skaneateles Democratic Committee Town Hall Meeting on Health Care Legislation,1.49E+12,Fri Mar 31 2017,42.9470412,http://auburnpub.com/wocjournal/news/skaneateles-democratic-committee-hopes-katko-attends-health-care-town-hall/article_bb20e327-1ac0-55b1-aafe-c21772c62320.html,,-76.4330437,Empty Chair Town Hall,,,,,9:00 PM,,21:00:00,19:00:00,EDT,4/12/2017,America/New_York
#NAME?,,Mon Apr 24 2017,GA-14,Historic Courthouse Gallery and Studios,Tom Graves,This is technically a public event buts strong caution against disruptive demonstrations given it's for public high school students.,Republican,,Georgia,,6:00 PM,,"11 Courthouse Square, Dallas, GA 30132",,1.49E+12,,,#NAME?,Reception for Congressional High School Visual Art Competition,1.49E+12,Fri Mar 31 2017,33.9240605,http://tomgraves.house.gov/district/congressional-art-competition.htm,,-84.8413531,Other,,,,,8:00 PM,,20:00:00,18:00:00,EDT,4/24/2017,America/New_York
#NAME?,,Mon Apr 17 2017,10,Lake Forest College,Brad Schneider,"Congressman Brad Schneider invites Tenth District residents to participate in an upcoming workshop event on the federal budget.  Hosted in partnership with the bipartisan Concord Coalition, participants will engage in a realistic discussion about the federal budget and examine how several recent policy proposals could impact our nation’s economy, debt and deficit. Participants will also work in groups to discuss and formulate budget solutions together.  Due to the format of the event, attendance will be limited to 100 participants and registration is required. Doors open at 5:30 PM. To participate, please register online using the link provided.  Please call Congressman Schneider’s Lincolnshire office with any questions at 847-383-4870",Democratic,https://www.eventbrite.com/e/congressman-brad-schneider-hosts-a-federal-budget-workshop-tickets-32967996164,IL,,6:00 PM,,"555 N Sheridan Rd, Lake Forest, IL 60045",,1.49E+12,,,#NAME?,Federal Budget Workshop,1.49E+12,Fri Mar 31 2017,42.250595,https://schneider.house.gov/media/press-releases/rep-schneider-invites-constituents-workshop-federal-budget-lake-forest,More information here,-87.8277062,Ticketed Event,Register online here,,,,8:00 PM,,20:00:00,18:00:00,CDT,4/17/2017,America/Chicago
#NAME?,,Tue Apr 04 2017,Senate,Hart Senate Office,Tom Udall,,Democratic,,New Mexico,,8:30 AM,,"531 Hart Bldg, Washington, DC 20510",,1.49E+12,,,#NAME?,Tuesdays With Tom Constituent Coffee,1.49E+12,Fri Mar 31 2017,38.8928388,,,-77.0043561,Other,,,Tuesdays when Senate is in Session,,,,,8:30:00,EDT,4/4/2017,America/New_York
#NAME?,,Tue Apr 11 2017,WA-7,,Pramila Jayapal,,Democratic,,Washington,,7:00 PM,,"900 University St, Seattle, WA 98101",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,47.6109285,,,-122.3287877,Town Hall,,,,,8:00 PM,,20:00:00,19:00:00,PDT,4/11/2017,America/Los_Angeles
#NAME?,,Thu Apr 13 2017,WA-7,,Pramila Jayapal,,Democratic,,Washington,,6:30 PM,,"9600 SW 204th St, Vashon, WA 98070",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,47.4234313,https://www.facebook.com/events/595712603959063/,,-122.4573024,Town Hall,,,,,8:00 PM,,20:00:00,18:30:00,PDT,4/13/2017,America/Los_Angeles
#NAME?,,Tue Apr 18 2017,WA-7,,Pramila Jayapal,,Democratic,,Washington,,5:30 PM,,"16101 Greenwood Ave N, Shoreline, WA 98133",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,47.7474068,https://www.facebook.com/events/237012093432899/,,-122.3583824,Town Hall,,,,,8:30 PM,,20:30:00,17:30:00,PDT,4/18/2017,America/Los_Angeles
#NAME?,,Thu Apr 20 2017,WA-7,,Pramila Jayapal,,Democratic,,Washington,,5:30 PM,,"14700 6th Ave SW, Burien, WA 98166",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,47.4710094,https://www.facebook.com/events/653019324894612/,,-122.3414057,Town Hall,,,,,7:00 PM,,19:00:00,17:30:00,PDT,4/20/2017,America/Los_Angeles
#NAME?,,Sat Apr 22 2017,RI-1,Portsmouth Middle School,David Cicilline,Congressman David Cicilline (RI-01) is hosting this Community Conversation to provide an opportunity for residents of the First Congressional District of Rhode Island to gather together and discuss how the federal government can best serve their interests and represent their values.  This event is free and open to the public. RSVP to Annie.Pease@mail.house.gov or by calling 401-729-5600.,Democratic,,Rhode Island,,3:30 PM,,"125 Jepson Ln, Portsmouth, RI 02871",,1.49E+12,,,#NAME?,Community Conversation in Portsmouth,1.49E+12,Fri Mar 31 2017,41.5551869,,,-71.2850634,Town Hall,,,,,4:30 PM,,16:30:00,15:30:00,EDT,4/22/2017,America/New_York
#NAME?,,Fri Apr 07 2017,IA-3,Iowa State Fairgrounds- Cattle Sales Center,David Young,,Republican,,Iowa,,7:00 AM,,"3000 E Grand Ave, Des Moines, IA 50317",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.5951079,,,-93.5552456,Town Hall,,,,,8:00 AM,,8:00:00,7:00:00,CDT,4/7/2017,America/Chicago
#NAME?,,Fri Apr 07 2017,IA-3,Patterson Community Center,David Young,,Republican,,Iowa,,10:00 AM,,"150 N 8th St, Winterset, IA 50273",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.334955,,,-94.0054426,Town Hall,,,,,11:00 AM,,11:00:00,10:00:00,CDT,4/7/2017,America/Chicago
#NAME?,,Sat Apr 08 2017,IA-3,Cumberland Community Building,David Young,,Republican,,Iowa,,12:30 PM,,"200 E 2nd St, Cumberland, IA 50843",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.2732056,,,-94.8692422,Town Hall,,,,,1:30 PM,,13:30:00,12:30:00,CDT,4/8/2017,America/Chicago
#NAME?,,Sat Apr 08 2017,IA-3,Prescott Public Library,David Young,,Republican,,Iowa,,3:00 PM,,"607 2nd St, Prescott, IA 50859",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.0231066,,,-94.6102799,Town Hall,,,,,4:00 PM,,16:00:00,15:00:00,CDT,4/8/2017,America/Chicago
#NAME?,,Sat Apr 08 2017,IA-3,Indianola High School- West Cafeteria,David Young,,Republican,,Iowa,,8:00 AM,,"1304 E 1st Ave, Indianola, IA 50125",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.3590787,,,-93.5451203,Town Hall,,,,,9:00 AM,,9:00:00,8:00:00,CDT,4/8/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,IA-3,Carson Community Center,David Young,,Republican,,Iowa,,8:00 AM,,"316 S Commercial St, Carson, IA 51525",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.2341466,,,-95.4234187,Town Hall,,,,,9:00 AM,,9:00:00,8:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,IA-3,Emerson Community Building/City Hall,David Young,,Republican,,Iowa,,10:30 AM,,"410 Manchester St, Emerson, IA 51533",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,41.0179853,,,-95.4026932,Town Hall,,,,,11:30 AM,,11:30:00,10:30:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,IA-3,Fremont County Courthouse,David Young,,Republican,,Iowa,,2:00 PM,,"506 Filmore St, Sidney, IA 51652",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,40.7476426,,,-95.6468991,Town Hall,,,,,3:00 PM,,15:00:00,14:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,IA-3,Villisca Community Building,David Young,,Republican,,Iowa,,8:00 AM,,"207 S 3rd Ave, Villisca, IA 50864",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,40.9304636,,,-94.9772796,Town Hall,,,,,9:00 AM,,9:00:00,8:00:00,CDT,4/11/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,IA-3,Essex City Hall Community Room,David Young,,Republican,,Iowa,,11:00 AM,,"412 Iowa Ave, Essex, IA 51638",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,40.8334479,,,-95.3078212,Town Hall,,,,,12:00 PM,,12:00:00,11:00:00,CDT,4/11/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,IA-3,New Market Community Center,David Young,,Republican,,Iowa,,1:30 PM,,"512 Main St, New Market, IA 51646",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Fri Mar 31 2017,40.7300068,,,-94.8993505,Town Hall,,,,,2:30 PM,,14:30:00,13:30:00,CDT,4/11/2017,America/Chicago
#NAME?,,Tue Apr 04 2017,IA-3,121 Cannon House Building,David Young,,Republican,,Iowa,,8:00 AM,,"27 Independence Ave SE, Washington, DC 20003",,1.49E+12,,,#NAME?,Coffee with my Congressman,1.49E+12,Fri Mar 31 2017,38.8867705,,,-77.0068733,DC Event,,,,,9:00 AM,,9:00:00,8:00:00,EDT,4/4/2017,America/New_York
#NAME?,,Fri Apr 07 2017,CO-3,Montrose High School Gymnasium,Scott Tipton,,Republican,,Colorado,,6:00 PM,,"600 S Selig Ave, Montrose, CO 81401",,1.49E+12,,,#NAME?,Montrose Town Hall Meeting,1.49E+12,Fri Mar 31 2017,38.4735568,http://tipton.house.gov/press-release/tipton-announces-upcoming-town-hall-meetings,,-107.8733993,Town Hall,,,,,7:00 PM,,19:00:00,18:00:00,MDT,4/7/2017,America/Denver
#NAME?,,Tue Apr 18 2017,CO-3,Alamosa City Hall,Scott Tipton,,Republican,,Colorado,,6:00 PM,,"300 Hunt Ave, Alamosa, CO 81101",,1.49E+12,,,#NAME?,Alamosa Town Hall Meeting,1.49E+12,Fri Mar 31 2017,37.470411,http://tipton.house.gov/press-release/tipton-announces-upcoming-town-hall-meetings,,-105.8638371,Town Hall,,,,,7:00 PM,,19:00:00,18:00:00,MDT,4/18/2017,America/Denver
#NAME?,,Thu Apr 20 2017,CO-3,,Scott Tipton,,Republican,,Colorado,,5:30 PM,,"661 W Capistrano Ave, Pueblo West, CO 81007",,1.49E+12,,FALSE,#NAME?,Pueblo West town Hall Meeting,1.49E+12,Fri Mar 31 2017,38.313956,http://tipton.house.gov/press-release/tipton-announces-upcoming-town-hall-meetings,,-104.774664,Town Hall,,,,,6:30 PM,,18:30:00,17:30:00,MDT,4/20/2017,America/Denver
-Kg_ykeoxNGuqhnEzs_-,,Fri Apr 14 2017,CO-6,CU Anchutz Campus Education Building 2 South,Mike Coffman,You must RSVP to this event- so be sure to do so at the provided link.,Republican,,Colorado,,6:00 PM,,"13121 E 17th Ave, Aurora, CO 80045",,1.49E+12,,FALSE,-Kg_ykeoxNGuqhnEzs_-,Rep Coffman Town Hall,1.49E+12,Fri Mar 31 2017,39.7439812,https://www.eventbrite.com/e/rep-mike-coffman-townhall-co-06-tickets-33247028758,RSVP here,-104.8349441,Town Hall,,,,,7:00 PM,,19:00:00,18:00:00,MDT,4/14/2017,America/Denver
#NAME?,,Mon Apr 10 2017,OK-2,Delaware County Historical Society Museum,Markwayne Mullin,,Republican,,Oklahoma,,8:00 AM,,"538 W Krause St, Jay, OK 74346",,1.49E+12,,,#NAME?,Delaware County Town Hall,1.49E+12,Fri Mar 31 2017,36.419853,,,-94.79834,Town Hall,,,,,9:00 AM,,9:00:00,8:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,OK-2,Paul Thomas Family Center,Markwayne Mullin,,Republican,,Oklahoma,,10:00 AM,,"1527 N Main St, Miami, OK 74354",,1.49E+12,,,#NAME?,Ottawa County Town Hall,1.49E+12,Fri Mar 31 2017,36.8916387,,,-94.8782891,Town Hall,,,,,11:00 AM,,11:00:00,10:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,OK-2,Craig County Fairgrounds,Markwayne Mullin,,Republican,,Oklahoma,,12:00 PM,,"915 E Apperson Rd, Vinita, OK 74301",,1.49E+12,,,#NAME?,Craig County Town Hall,1.49E+12,Fri Mar 31 2017,36.621282,,,-95.142496,Town Hall,,,,,1:00 PM,,13:00:00,12:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,OK-2,Nowata County Fairgrounds,Markwayne Mullin,,Republican,,Oklahoma,,1:30 PM,,"612 Roxy Ave, Nowata, OK 74048",,1.49E+12,,,#NAME?,Nowata County Town Hall,1.49E+12,Fri Mar 31 2017,36.6918914,,,-95.6319485,Town Hall,,,,,2:30 PM,,14:30:00,13:30:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,OK-2,Stilwell Community Center,Markwayne Mullin,,Republican,,Oklahoma,,5:30 PM,,"N 6th St, Stilwell, OK 74960",,1.49E+12,,,#NAME?,Adair County Town Hall,1.49E+12,Fri Mar 31 2017,35.8219147,,,-94.6316592,Town Hall,,,,,6:30 PM,,18:30:00,17:30:00,CDT,4/10/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,OK-2,Wes Watkins Technology Center,Markwayne Mullin,,Republican,,Oklahoma,,9:00 AM,,"7892 OK-9, Wetumka, OK 74883",,1.49E+12,,,#NAME?,Hughes County Town Hall,1.49E+12,Fri Mar 31 2017,35.2335014,,,-96.2666972,Town Hall,,,,,10:00 AM,,10:00:00,9:00:00,CDT,4/11/2017,America/Chicago
