title,full_title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Representative,Mike,,Pompeo,,,R,KS,4,1,M,202-225-6216,,http://pompeo.house.gov,,2452 Rayburn House Office Building,P000602,125023,H0KS04051,412431,N00030744,RepMikePompeo,http://www.opencongress.org/wiki/Mike_Pompeo,http://youtube.com/congressmanpompeo,1.01965E+14,,,12/30/63,Rep.Pompeo@opencongress.org
Sen,Senator,Rand,,Paul,,,R,KY,Junior Seat,1,M,202-224-4343,,https://www.paul.senate.gov,,167 Russell Senate Office Building,P000603,117285,S0KY00156,412492,N00030836,,http://www.opencongress.org/wiki/Rob_Portman,http://youtube.com/SenatorRandPaul,1.61355E+14,,III,1/7/63,Sen.Paul@opencongress.org
Rep,Representative,Donald,M.,Payne,Jr.,,D,NJ,10,1,M,202-225-3436,,http://payne.house.gov,,132 Cannon House Office Building,P000604,90668,H2NJ10154,412506,N00034639,RepDonaldPayne,,,3.60977E+14,,,12/17/58,Rep.Payne@opencongress.org
Rep,Representative,Scott,,Perry,,,R,PA,4,1,M,202-225-5836,,http://perry.house.gov,,1207 Longworth House Office Building,P000605,59980,H2PA04135,412569,N00034120,RepScottPerry,,http://youtube.com/RepScottPerry,3.76801E+14,,,5/27/62,Rep.Perry@opencongress.org
Rep,Representative,Robert,,Pittenger,,,R,NC,9,1,M,202-225-1976,,http://pittenger.house.gov,,224 Cannon House Office Building,P000606,41272,H2NC09134,412551,N00034416,RepPittenger,,http://youtube.com/CongressmanPittenger,3.76143E+14,,,8/15/48,Rep.Pittenger@opencongress.org
Rep,Representative,Mark,,Pocan,,,D,WI,2,1,M,202-225-2906,,http://pocan.house.gov,,1421 Longworth House Office Building,P000607,26238,H2WI02124,412585,N00033549,RepMarkPocan,,http://youtube.com/repmarkpocan,4.36881E+14,,,8/14/64,Rep.Pocan@opencongress.org
Rep,Representative,Scott,H.,Peters,,,D,CA,52,1,M,202-225-0508,,http://scottpeters.house.gov,,1122 Longworth House Office Building,P000608,70351,H2CA52089,412523,N00033591,RepScottPeters,,,4.49337E+14,,,6/17/58,Rep.Scottpeters@opencongress.org
Rep,Representative,Gary,,Palmer,,,R,AL,6,1,M,202-225-4921,,https://palmer.house.gov,,330 Cannon House Office Building,P000609,,H4AL06098,412608,N00035691,USRepGaryPalmer,,,USRepresentativeGaryPalmer,,,5/14/54,Rep.Palmer@opencongress.org
Del,Senator,Stacey,,Plaskett,,,D,VI,0,1,F,202-225-1790,,https://plaskett.house.gov,,331 Cannon House Office Building,P000610,,H2VI00082,412659,N00035000,staceyplaskett,,,6.65952E+14,,,5/13/64,Rep.Plaskett@opencongress.org
Rep,Representative,Bruce,,Poliquin,,,R,ME,2,1,M,202-225-6306,,https://poliquin.house.gov,,1208 Longworth House Office Building,P000611,,S2ME00158,412633,N00034584,RepPoliquin,,,RepPoliquin,,,11/1/53,Rep.Poliquin@opencongress.org
Sen,Senator,David,,Perdue,,,R,GA,Junior Seat,1,M,202-224-3521,,http://www.perdue.senate.gov,,383 Russell Senate Office Building,P000612,,S4GA11285,412666,N00035516,sendavidperdue,,,3.11483E+14,,II,12/10/49,Sen.Perdue@opencongress.org
Rep,Representative,Jimmy,,Panetta,,,D,CA,20,1,M,202-225-2861,,,,228 Cannon House Office Building,P000613,,,412685,,,,,,,,,
Rep,Representative,Mike,,Quigley,,,D,IL,5,1,M,202-225-4061,,http://quigley.house.gov,,2458 Rayburn House Office Building,Q000023,83310,H0IL05096,412331,N00030581,RepMikeQuigley,http://www.opencongress.org/wiki/Michael_Quigley,http://youtube.com/RepMikeQuigley,1.58964E+11,,,10/17/58,Rep.Quigley@opencongress.org
Rep,Representative,Ben,,Quayle,,,R,AZ,3,0,M,202-225-3361,202-225-3462,http://quayle.house.gov/,,1419 Longworth House Office Building,Q000024,123506,H0AZ03362,412398,N00031723,benquayle,http://www.opencongress.org/wiki/Ben_Quayle,http://youtube.com/repbenquayle,1.1994E+14,,,11/3/76,
Rep,Representative,George,P.,Radanovich,,,R,CA,19,0,M,,,http://radanovich.house.gov,,,R000004,21911,H2CA19054,400330,N00007507,RepRadanovich,http://www.opencongress.org/wiki/George_Radanovich,http://youtube.com/RadanovichCA19,,,,6/20/55,
Rep,Representative,Nick,J.,Rahall,II,,D,WV,3,0,M,202-225-3452,202-225-9061,http://rahall.house.gov,https://rahall.house.gov/contact-me/email-me,2307 Rayburn House Office Building,R000011,27133,H6WV04057,400331,N00002198,,http://www.opencongress.org/wiki/Nick_Joe_Rahall,http://youtube.com/NRAHALLWV03,3.57958E+11,,,5/20/49,
Rep,Representative,James,M.,Ramstad,,Jim,R,MN,3,0,M,,,http://www.house.gov/ramstad,,,R000033,26921,H0MN00013,400332,N00004484,,http://www.opencongress.org/wiki/James_Ramstad,,,,,5/6/46,
Rep,Representative,Charles,B.,Rangel,,Charlie,D,NY,13,0,M,202-225-4365,202-225-0816,http://rangel.house.gov,https://rangel.house.gov/contact-me/email-me,2354 Rayburn House Office Building,R000053,26979,H6NY19029,400333,N00000964,CBRangel,http://www.opencongress.org/wiki/Charles_Rangel,http://youtube.com/RepRangel,7390589055,,,6/11/30,
Sen,Senator,John,F.,Reed,,Jack,D,RI,Senior Seat,1,M,202-224-4642,202-224-4680,https://www.reed.senate.gov,http://www.reed.senate.gov/contact/,728 Hart Senate Office Building,R000122,27060,S6RI00163,300081,N00000362,SenJackReed,http://www.opencongress.org/wiki/John_Reed,http://youtube.com/SenatorReed,2.13866E+14,,II,11/12/49,Sen.Reed@opencongress.org
Rep,Representative,Ralph,,Regula,,,R,OH,16,0,M,,,http://wwwc.house.gov/regula,,,R000141,27021,H6OH16029,400334,N00003651,,http://www.opencongress.org/wiki/Ralph_Regula,,,,,12/3/24,
Sen,Senator,Harry,M.,Reid,,,D,NV,Senior Seat,0,M,202-224-3542,202-224-7327,http://www.reid.senate.gov,http://www.reid.senate.gov/contact,522 Hart Senate Office Building,R000146,53320,S6NV00028,300082,N00009922,SenatorReid,http://www.opencongress.org/wiki/Harry_Reid,http://youtube.com/SenatorReid,3.60249E+14,,III,12/2/39,
Rep,Representative,Silvestre,,Reyes,,,D,TX,16,0,M,202-225-4831,202-225-2016,http://wwwc.house.gov/reyes,http://wwwc.house.gov/reyes/voice_your_opinion.asp,2210 Rayburn House Office Building,R000170,292,H6TX00115,400337,N00006067,silvestrereyes,http://www.opencongress.org/wiki/Silvestre_Reyes,http://youtube.com/RepReyes,1.05434E+11,,,11/10/44,
Sen,Senator,Pat,,Roberts,,,R,KS,Senior Seat,1,M,202-224-4774,202-224-3514,http://www.roberts.senate.gov,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat,109 Hart Senate Office Building,R000307,26866,S6KS00080,300083,N00005285,SenPatRoberts,http://www.opencongress.org/wiki/Pat_Roberts,http://youtube.com/SenPatRoberts,2.05695E+14,,II,4/20/36,Sen.Roberts@opencongress.org
Sen,Senator,John,D.,Rockefeller,IV,Jay,D,WV,Senior Seat,0,M,202-224-6472,202-224-7665,http://www.rockefeller.senate.gov,http://www.rockefeller.senate.gov/public/index.cfm/email-jay,531 Hart Senate Office Building,R000361,53360,S4WV00027,300084,N00001685,SenRockefeller,http://www.opencongress.org/wiki/John_Rockefeller,http://youtube.com/SenatorRockefeller,1.34189E+14,,II,6/18/37,
Rep,Representative,Harold,,Rogers,,Hal,R,KY,5,1,M,202-225-4601,,http://halrogers.house.gov,,2406 Rayburn House Office Building,R000395,26875,H0KY05015,400340,N00003473,RepHalRogers,http://www.opencongress.org/wiki/Harold_Rogers,http://youtube.com/RepHalRogers,6722039085,,,12/31/37,Rep.Halrogers@opencongress.org
Rep,Representative,Dana,T.,Rohrabacher,,,R,CA,48,1,M,202-225-2415,,http://rohrabacher.house.gov,,2300 Rayburn House Office Building,R000409,26763,H8CA42061,400343,N00007151,,http://www.opencongress.org/wiki/Dana_Rohrabacher,http://youtube.com/RepDanaRohrabacher,3.2103E+14,,,6/21/47,Rep.Rohrabacher@opencongress.org
Rep,Representative,Ileana,,Ros-Lehtinen,,,R,FL,27,1,F,202-225-3931,,http://ros-lehtinen.house.gov,,2206 Rayburn House Office Building,R000435,26815,H0FL18025,400344,N00002858,RosLehtinen,http://www.opencongress.org/wiki/Ileana_Ros-Lehtinen,http://youtube.com/IleanaRosLehtinen,2.86547E+14,,,7/15/52,Rep.Ros-lehtinen@opencongress.org
Rep,Representative,Steven,R.,Rothman,,,D,NJ,9,0,M,202-225-5061,202-225-5851,http://rothman.house.gov,https://forms.house.gov/rothman/webforms/issue_subscribe.htm,2303 Rayburn House Office Building,R000462,481,H6NJ09165,400346,N00008619,,http://www.opencongress.org/wiki/Steven_Rothman,,,,,10/14/52,
Rep,Representative,Lucille,,Roybal-Allard,,,D,CA,40,1,F,202-225-1766,,http://roybal-allard.house.gov,,2083 Rayburn House Office Building,R000486,26766,H2CA33048,400347,N00006671,RepRoybalAllard,http://www.opencongress.org/wiki/Lucille_Roybal-Allard,http://youtube.com/RepRoybalAllard,1.39773E+14,,,6/12/41,Rep.Roybal-allard@opencongress.org
Rep,Representative,Edward,R.,Royce,,Ed,R,CA,39,1,M,202-225-4111,,http://royce.house.gov,,2310 Rayburn House Office Building,R000487,26772,H6CA39020,400348,N00008264,RepEdRoyce,http://www.opencongress.org/wiki/Edward_Royce,http://youtube.com/RepEdRoyce,6460640558,,,10/12/51,Rep.Royce@opencongress.org
Rep,Representative,Bobby,L.,Rush,,,D,IL,1,1,M,202-225-4372,,http://rush.house.gov,,2188 Rayburn House Office Building,R000515,26831,H2IL01042,400350,N00004887,RepBobbyRush,http://www.opencongress.org/wiki/Bobby_Rush,http://youtube.com/CongressmanRush,2.30754E+14,,,11/23/46,Rep.Rush@opencongress.org
Rep,Representative,Ciro,D.,Rodriguez,,,D,TX,23,0,M,,,http://rodriguez.house.gov,,,R000568,16389,H8TX28013,400339,N00009828,,http://www.opencongress.org/wiki/Ciro_Rodriguez,,,,,12/9/46,
Rep,Representative,Thomas,M.,Reynolds,,,R,NY,26,0,M,,,http://reynolds.house.gov,,,R000569,4384,H8NY27077,400338,N00001295,,http://www.opencongress.org/wiki/Thomas_Reynolds,,,,,9/3/50,
Rep,Representative,Paul,D.,Ryan,,,R,WI,1,1,M,202-225-3031,,http://paulryan.house.gov,,1233 Longworth House Office Building,R000570,26344,H8WI01024,400351,N00004357,SpeakerRyan,http://www.opencongress.org/wiki/Paul_Ryan,http://youtube.com/reppaulryan,9.24245E+14,,,1/29/70,Rep.Paulryan@opencongress.org
Rep,Representative,Dennis,,Rehberg,,Denny,R,MT,0,0,M,202-225-3211,202-225-5687,http://www.house.gov/rehberg,http://www.house.gov/rehberg/issue.shtml,2448 Rayburn House Office Building,R000571,404,H0MT00033,400335,N00004645,DennyRehberg,http://www.opencongress.org/wiki/Dennis_Rehberg,http://youtube.com/DennyRehberg,denny.rehberg.mt,,,10/5/55,
Rep,Representative,Mike,,Rogers,,,R,MI,8,0,M,202-225-4872,202-225-5820,http://mikerogers.house.gov,https://mikerogers.house.gov/contact/contactform.htm?zip5=48915,2112 Rayburn House Office Building,R000572,8751,H0MI08042,400342,N00009668,RepMikeRogers,http://www.opencongress.org/wiki/Mike_Rogers,http://youtube.com/RepMikeRogers,1.6821E+14,,,6/2/63,
Rep,Representative,Mike,,Ross,,,D,AR,4,0,M,202-225-3772,202-225-1314,http://www.house.gov/ross,"http://ross.house.gov/?sectionid=77&sectiontree=76,77",2436 Rayburn House Office Building,R000573,24571,H0AR04038,400345,N00009571,RepMikeRoss,http://www.opencongress.org/wiki/Mike_Ross,http://youtube.com/MikeRossArkansas04,RepMikeRoss,,,8/2/61,
Rep,Representative,Rick,,Renzi,,,R,AZ,1,0,M,,,http://www.house.gov/renzi,,,R000574,28172,H2AZ01172,400336,N00024931,,http://www.opencongress.org/wiki/Richard_Renzi,,,,,6/11/58,
Rep,Representative,Mike,,Rogers,,,R,AL,3,1,M,202-225-3261,,http://mikerogers.house.gov,,2184 Rayburn House Office Building,R000575,5705,H2AL03032,400341,N00024759,RepMikeRogersAL,http://www.opencongress.org/wiki/Michael_Rogers,http://youtube.com/MikeRogersAL03,1.7177E+14,,,7/16/58,Rep.Mikerogers@opencongress.org
Rep,Representative,C.,A. Dutch,Ruppersberger,,,D,MD,2,1,M,202-225-3061,,http://ruppersberger.house.gov,,2416 Rayburn House Office Building,R000576,36130,H2MD02160,400349,N00025482,Call_Me_Dutch,http://www.opencongress.org/wiki/C.A._Dutch_Ruppersberger,http://youtube.com/ruppersberger,1.84757E+14,,,1/31/46,Rep.Ruppersberger@opencongress.org
Rep,Representative,Tim,J.,Ryan,,,D,OH,13,1,M,202-225-5261,,http://timryan.house.gov,,1126 Longworth House Office Building,R000577,45638,H2OH17109,400352,N00025280,RepTimRyan,http://www.opencongress.org/wiki/Timothy_Ryan,http://youtube.com/timryanvision,1.2156E+11,,,7/16/73,Rep.Timryan@opencongress.org
Rep,Representative,David,G.,Reichert,,,R,WA,8,1,M,202-225-7761,,http://reichert.house.gov,,1127 Longworth House Office Building,R000578,51346,H4WA08071,400660,N00026885,DaveReichert,http://www.opencongress.org/wiki/David_George_Reichert,http://youtube.com/repdavereichert,91504302598,,,8/29/50,Rep.Reichert@opencongress.org
Rep,Representative,Peter,J.,Roskam,,,R,IL,6,1,M,202-225-4561,,http://roskam.house.gov,,2246 Rayburn House Office Building,R000580,6382,H6IL06117,412202,N00004719,PeterRoskam,http://www.opencongress.org/wiki/Peter_Roskam,http://youtube.com/RoskamIL06,1.18778E+14,,,9/13/61,Rep.Roskam@opencongress.org
Rep,Representative,Laura,,Richardson,,,D,CA,37,0,F,202-225-7924,202-225-7926,http://richardson.house.gov/,http://richardson.house.gov/IMA/issue_subscribe.htm,1330 Longworth House Office Building,R000581,69508,H8CA37137,412253,N00029112,replrichardson,http://www.opencongress.org/wiki/Laura_Richardson,http://youtube.com/RepLRichardson,RepresentativeLauraRichardson,,,4/14/62,
Rep,Representative,David,P.,Roe,,Phil,R,TN,1,1,M,202-225-6356,,http://roe.house.gov,,336 Cannon House Office Building,R000582,65306,H6TN01388,412310,N00028463,DrPhilRoe,http://www.opencongress.org/wiki/David_Roe,http://youtube.com/drphilroe,1.30725E+14,,,7/21/45,Rep.Roe@opencongress.org
Rep,Representative,Thomas,J.,Rooney,,,R,FL,17,1,M,202-225-5792,,https://rooney.house.gov,,2160 Rayburn House Office Building,R000583,107800,H8FL16022,412311,N00029018,TomRooney,http://www.opencongress.org/wiki/Tom_Rooney,http://youtube.com/CongressmanRooney,1.17698E+11,,,11/21/70,Rep.Rooney@opencongress.org
Sen,Senator,James,,Risch,,,R,ID,Junior Seat,1,M,202-224-2752,202-224-2573,http://www.risch.senate.gov,http://www.risch.senate.gov/public/index.cfm?p=Email,483 Russell Senate Office Building,R000584,2919,S8ID00092,412322,N00029441,SenatorRisch,http://www.opencongress.org/wiki/James_Risch,http://youtube.com/SenatorJamesRisch,,,II,5/3/43,Sen.Risch@opencongress.org
Rep,Representative,Tom,W.,Reed,II,,R,NY,23,1,M,202-225-3161,,http://reed.house.gov,,2437 Rayburn House Office Building,R000585,127046,H0NY29054,412393,N00030949,RepTomReed,http://www.opencongress.org/wiki/Tom_Reed,http://youtube.com/CongressmanTomReed,1.02449E+14,,,11/18/71,Rep.Reed@opencongress.org
Rep,Representative,James,B.,Renacci,,,R,OH,16,1,M,202-225-3876,,https://renacci.house.gov,,328 Cannon House Office Building,R000586,120678,H0OH16097,412462,N00031127,RepJimRenacci,http://www.opencongress.org/wiki/Jim_Renacci,http://youtube.com/repjimrenacci,1.8764E+14,,,12/3/58,Rep.Renacci@opencongress.org
Rep,Representative,Reid,J.,Ribble,,,R,WI,8,0,M,202-225-5665,202- 225-5729,http://ribble.house.gov,https://ribble.house.gov/contact-me/email-me,1513 Longworth House Office Building,R000587,126240,H0WI08075,412489,N00030968,RepRibble,http://www.opencongress.org/wiki/Reid_Ribble,http://youtube.com/RepRibble,1.5717E+14,,,4/5/56,
Rep,Representative,Cedric,L.,Richmond,,,D,LA,2,1,M,202-225-6636,,http://richmond.house.gov,,420 Cannon House Office Building,R000588,35384,H8LA02054,412432,N00030184,RepRichmond,http://www.opencongress.org/wiki/Cedric_Richmond,,1.97737E+14,,,9/13/73,Rep.Richmond@opencongress.org
Rep,Representative,Edward,Scott,Rigell,,Scott,R,VA,2,0,M,202-225-4215,202-225-4218,http://rigell.house.gov,https://rigell.house.gov/contact/contactform.htm,418 Cannon House Office Building,R000589,121807,H0VA02084,412483,N00030962,RepScottRigell,http://www.opencongress.org/wiki/Scott_Rigell,http://youtube.com/RepScottRigell,1.67851E+14,,,5/28/60,
Rep,Representative,David,,Rivera,,,R,FL,25,0,M,202-225-2778,202-226-0346,http://rivera.house.gov/,,417 Cannon House Office Building,R000590,31234,H0FL25038,412415,N00031887,RepRivera,http://www.opencongress.org/wiki/David_Rivera,http://youtube.com/RepRivera,1.74136E+14,,,9/16/65,
Rep,Representative,Martha,,Roby,,,R,AL,2,1,F,202-225-2901,,http://roby.house.gov,,442 Cannon House Office Building,R000591,71604,H0AL02087,412394,N00030768,RepMarthaRoby,http://www.opencongress.org/wiki/Martha_Roby,http://youtube.com/reproby,1.7452E+14,,,7/27/76,Rep.Roby@opencongress.org
Rep,Representative,Todd,,Rokita,,,R,IN,4,1,M,202-225-5037,,http://rokita.house.gov,,2439 Rayburn House Office Building,R000592,34167,H0IN04170,412426,N00031741,ToddRokita,http://www.opencongress.org/wiki/Todd_Rokita,http://youtube.com/reptoddrokita,1.8318E+14,,,2/9/70,Rep.Rokita@opencongress.org
Rep,Representative,Dennis,A.,Ross,,,R,FL,15,1,M,202-225-1252,,http://dennisross.house.gov,,436 Cannon House Office Building,R000593,12813,H0FL12101,412411,N00030645,RepDennisRoss,http://www.opencongress.org/wiki/Dennis_Ross,http://youtube.com/RepDennisRoss,4.69478E+14,,,10/18/59,Rep.Dennisross@opencongress.org
Rep,Representative,Jon,,Runyan,,,R,NJ,3,0,M,202-225-4765,202-225-0778,http://runyan.house.gov,https://runyan.house.gov/contact-me/email-me,1239 Longworth House Office Building,R000594,121117,H0NJ03153,412449,N00031988,RepJonRunyan,http://www.opencongress.org/wiki/Jon_Runyan,http://youtube.com/RepRunyan,1.77208E+14,,,11/27/73,
Sen,Senator,Marco,,Rubio,,,R,FL,Junior Seat,1,M,202-224-3041,,http://www.rubio.senate.gov,,284 Russell Senate Office Building,R000595,1601,S0FL00338,412491,N00030612,SenRubioPress,http://www.opencongress.org/wiki/Marco_Rubio,http://youtube.com/SenatorMarcoRubio,1.78911E+14,,III,5/28/71,Sen.Rubio@opencongress.org
Rep,Representative,Tom,,Rice,,,R,SC,7,1,M,202-225-9895,,http://rice.house.gov,,223 Cannon House Office Building,R000597,132382,H2SC07066,412572,N00033832,RepTomRice,,http://youtube.com/RepTomRice,4.03403E+14,,,8/4/57,Rep.Rice@opencongress.org
Rep,Representative,Keith,J.,Rothfus,,,R,PA,12,1,M,202-225-2065,,https://rothfus.house.gov,,1205 Longworth House Office Building,R000598,119466,H0PA04220,412570,N00031253,KeithRothfus,,http://youtube.com/reprothfus,1.33803E+14,,,4/25/62,Rep.Rothfus@opencongress.org
Rep,Representative,Raul,,Ruiz,,,D,CA,36,1,M,202-225-5330,,https://ruiz.house.gov,,1319 Longworth House Office Building,R000599,136407,H2CA36439,412519,N00033510,CongressmanRuiz,,http://youtube.com/repraulruiz,2.45244E+14,,,8/25/72,Rep.Ruiz@opencongress.org
Del,Senator,Aumua,,Amata,,,R,AS,0,1,F,202-225-8577,,https://radewagen.house.gov,,1339 Longworth House Office Building,R000600,,H4AS00036,412664,N00007635,RepAmata,,,1.53716E+15,,,12/29/47,Rep.Radewagen@opencongress.org
Rep,Representative,John,,Ratcliffe,,,R,TX,4,1,M,202-225-6673,,https://ratcliffe.house.gov,,325 Cannon House Office Building,R000601,,H4TX04153,412653,N00035972,RepRatcliffe,,,RepRatcliffe,,,10/20/65,Rep.Ratcliffe@opencongress.org
Rep,Representative,Kathleen,,Rice,,,D,NY,4,1,F,202-225-5516,,http://kathleenrice.house.gov,,1508 Longworth House Office Building,R000602,,H4NY04075,412647,N00035927,RepKathleenRice,,,RepKathleenRice,,,2/15/65,Rep.Kathleenrice@opencongress.org
Rep,Representative,David,,Rouzer,,,R,NC,7,1,M,202-225-2731,,https://rouzer.house.gov,,424 Cannon House Office Building,R000603,,H2NC07096,412641,N00033527,RepDavidRouzer,,,1.57922E+15,,,2/16/72,Rep.Rouzer@opencongress.org
Rep,Representative,Steve,,Russell,,,R,OK,5,1,M,202-225-2132,,https://russell.house.gov,,128 Cannon House Office Building,R000604,,H4OK05132,412650,N00036175,RepRussell,,,reprussell,,,5/25/63,Rep.Russell@opencongress.org
Sen,Senator,Mike,,Rounds,,,R,SD,Junior Seat,1,M,202-224-5842,,http://www.rounds.senate.gov,,502 Hart Senate Office Building,R000605,,S4SD00049,412669,N00035187,SenatorRounds,,,SenatorMikeRounds,,II,10/24/54,Sen.Rounds@opencongress.org
Rep,Representative,Jamie,,Raskin,,,D,MD,8,1,M,202-225-5341,,,,431 Cannon House Office Building,R000606,,,412708,,,,,,,,,
Rep,Representative,Francis,,Rooney,,,R,FL,19,1,M,202-225-2536,,,,120 Cannon House Office Building,R000607,,,412699,,,,,,,,,
Rep,Representative,Jacky,,Rosen,,,D,NV,3,1,F,202-225-3252,,,,413 Cannon House Office Building,R000608,,,412715,,,,,,,,,
Rep,Representative,John,,Rutherford,,,R,FL,4,1,M,202-225-2501,,,,230 Cannon House Office Building,R000609,,,412692,,,,,,,,,
Rep,Representative,Loretta,B.,Sanchez,,,D,CA,46,0,F,202-225-2965,202-225-5859,http://lorettasanchez.house.gov,https://lorettasanchez.house.gov/contact-me/email-me,1211 Longworth House Office Building,S000030,203,H6CA46033,400356,N00008274,LorettaSanchez,http://www.opencongress.org/wiki/Loretta_Sanchez,http://youtube.com/LorettaSanchezLive,90966961167,,,1/7/60,
Sen,Senator,Bernard,,Sanders,,Bernie,I,VT,Junior Seat,1,M,202-224-5141,202-228-0776,http://www.sanders.senate.gov,http://www.sanders.senate.gov/contact/comment,332 Dirksen Senate Office Building,S000033,27110,H8VT01016,400357,N00000528,SenSanders,http://www.opencongress.org/wiki/Bernard_Sanders,http://youtube.com/senatorsanders,9124187907,,I,9/8/41,Sen.Sanders@opencongress.org
Rep,Representative,Marshall,,Sanford,,Mark,R,SC,1,1,M,202-225-3176,,http://sanford.house.gov,,2211 Rayburn House Office Building,S000051,21991,H4SC01073,400607,N00002424,RepSanfordSC,,http://youtube.com/RepSanfordSC,1.18388E+14,,,5/28/60,Rep.Sanford@opencongress.org
Rep,Representative,H.,James,Saxton,,Jim,R,NJ,3,0,M,,,http://www.house.gov/saxton,,,S000097,26953,H4NJ13022,400359,N00000834,,http://www.opencongress.org/wiki/H._James_Saxton,,,,,1/22/43,
Sen,Senator,Charles,E.,Schumer,,Chuck,D,NY,Senior Seat,1,M,202-224-6542,,https://www.schumer.senate.gov,,322 Hart Senate Office Building,S000148,26976,S8NY00082,300087,N00001093,SenSchumer,http://www.opencongress.org/wiki/Charles_Schumer,http://youtube.com/SenatorSchumer,15771239406,,III,11/23/50,Sen.Schumer@opencongress.org
Rep,Representative,Robert,C.,Scott,,Bobby,D,VA,3,1,M,202-225-8351,,http://bobbyscott.house.gov,,1201 Longworth House Office Building,S000185,27117,H6VA01117,400364,N00002147,RepBobbyScott,http://www.opencongress.org/wiki/Robert_Scott,http://youtube.com/repbobbyscott,1.23839E+14,,,4/30/47,Rep.Bobbyscott@opencongress.org
Rep,Representative,F.,James,Sensenbrenner,Jr.,,R,WI,5,1,M,202-225-5101,,http://sensenbrenner.house.gov,,2449 Rayburn House Office Building,S000244,27142,H8WI09050,400365,N00004291,JimPressOffice,http://www.opencongress.org/wiki/James_Sensenbrenner,http://youtube.com/RepSensenbrenner,RepSensenbrenner,,,6/14/43,Rep.Sensenbrenner@opencongress.org
Rep,Representative,Jos̩,E.,Serrano,,,D,NY,15,1,M,202-225-4361,,http://serrano.house.gov,,2354 Rayburn House Office Building,S000248,26981,H0NY18065,400366,N00001813,RepJoseSerrano,http://www.opencongress.org/wiki/Jose_Serrano,,2.73447E+11,,,10/24/43,Rep.Serrano@opencongress.org
Rep,Representative,Pete,A.,Sessions,,,R,TX,32,1,M,202-225-2231,,https://sessions.house.gov,,2233 Rayburn House Office Building,S000250,288,H2TX03126,400367,N00005681,PeteSessions,http://www.opencongress.org/wiki/Peter_Sessions,http://youtube.com/PeteSessions,3.67964E+11,,,3/22/55,Rep.Sessions@opencongress.org
Rep,Representative,John,B.,Shadegg,,,R,AZ,3,0,M,,,http://johnshadegg.house.gov,,,S000275,22186,H4AZ04016,400368,N00006425,RepJohnShadegg,http://www.opencongress.org/wiki/John_Shadegg,http://youtube.com/JohnShadegg,,,,10/22/49,
Sen,Senator,Richard,C.,Shelby,,,R,AL,Senior Seat,1,M,202-224-5744,,http://www.shelby.senate.gov,,304 Russell Senate Office Building,S000320,53266,S6AL00013,300089,N00009920,SenShelby,http://www.opencongress.org/wiki/Richard_Shelby,http://youtube.com/SenatorRichardShelby,50850514797,,III,5/6/34,Sen.Shelby@opencongress.org
Rep,Representative,Brad,J.,Sherman,,,D,CA,30,1,M,202-225-5911,,http://sherman.house.gov,,2181 Rayburn House Office Building,S000344,142,H6CA24113,400371,N00006897,BradSherman,http://www.opencongress.org/wiki/Brad_Sherman,http://youtube.com/shermanca27,63158229861,,,10/24/54,Rep.Sherman@opencongress.org
Rep,Representative,John,M.,Shimkus,,,R,IL,15,1,M,202-225-5271,,http://shimkus.house.gov,,2217 Rayburn House Office Building,S000364,246,H2IL20042,400373,N00004961,RepShimkus,http://www.opencongress.org/wiki/John_Shimkus,http://youtube.com/repshimkus,1.23916E+14,,,2/21/58,Rep.Shimkus@opencongress.org
Rep,Representative,Ike,,Skelton,,,D,MO,4,0,M,,,http://www.house.gov/skelton,,,S000465,26936,H6MO04141,400377,N00005105,,http://www.opencongress.org/wiki/Ike_Skelton,,,,,12/20/31,
Rep,Representative,Louise,McIntosh,Slaughter,,,D,NY,25,1,F,202-225-3615,,https://louise.house.gov,,2469 Rayburn House Office Building,S000480,26991,H6NY03031,400378,N00001311,LouiseSlaughter,http://www.opencongress.org/wiki/Louise_McIntosh_Slaughter,http://youtube.com/louiseslaughter,82424647700,,,8/14/29,Rep.Louise@opencongress.org
Rep,Representative,Adam,,Smith,,,D,WA,9,1,M,202-225-8901,,https://adamsmith.house.gov,,2264 Rayburn House Office Building,S000510,845,H6WA09025,400379,N00007833,RepAdamSmith,http://www.opencongress.org/wiki/Adam_Smith,http://youtube.com/CongressmanAdamSmith,2.88587E+14,,,6/15/65,Rep.Adamsmith@opencongress.org
Rep,Representative,Christopher,H.,Smith,,Chris,R,NJ,4,1,M,202-225-3765,,http://chrissmith.house.gov,,2373 Rayburn House Office Building,S000522,26952,H8NJ04014,400380,N00009816,RepChrisSmith,http://www.opencongress.org/wiki/Christopher_Smith,http://youtube.com/USRepChrisSmith,3.71622E+14,,,3/4/53,Rep.Chrissmith@opencongress.org
Rep,Representative,Lamar,S.,Smith,,,R,TX,21,1,M,202-225-4236,,http://lamarsmith.house.gov,,2409 Rayburn House Office Building,S000583,27097,H6TX21012,400381,N00001811,LamarSmithTX21,http://www.opencongress.org/wiki/Lamar_Smith,http://youtube.com/lamarsmithtexas21,1.07737E+11,,,11/19/47,Rep.Lamarsmith@opencongress.org
