,description,google_link,link,name,thumbnail
990,"Find Meetups in Fremont, California about Movements and meet people in your 
local ... Trump Supporters In California .... South Bay Rapid Response Indivisible.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/fremont/movements/&sa=U&ved=0ahUKEwidxrv_sOvSAhUr8IMKHW-8COAQFggZMAE&usg=AFQjCNHc_WrXKgacRUjLknrTE04ZjMBnqw,https://www.meetup.com/cities/us/ca/fremont/movements/,Movements Meetups in Fremont - Meetup,
998,"Indivisible Alabama. 1060 likes · 212 talking about this. Indivisible Alabama is a 
non-partisan progressive movement that uses grassroots activism and...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleAL/&sa=U&ved=0ahUKEwjs5-f_sOvSAhUr64MKHRY6AXQQFggUMAA&usg=AFQjCNHKFfETEyaNPyOqkyTJiKzGN08iZw,https://www.facebook.com/IndivisibleAL/,Indivisible Alabama | Facebook,
1008,"Spokane Indivisible. 430 likes · 89 ... Spokane Indivisible shared a link. · 
Yesterday at ..... To Washington Indivisibles: I am writing as a member of 
Indivisible.",http://www.google.com/url?q=https://www.facebook.com/SpokaneIndivisible/&sa=U&ved=0ahUKEwjZ35GAsevSAhWj64MKHaLRAYsQFggaMAE&usg=AFQjCNHsIE6yxXgLbMGLd8WSKe0H4nM4ZQ,https://www.facebook.com/SpokaneIndivisible/,Spokane Indivisible | Facebook,
1009,"Indivisible Washington. 2673 likes · 136 talking about this. Inspired by 
IndivisibleGuide.com, we are uniting the State of Washington to resist Trump's...",http://www.google.com/url?q=https://www.facebook.com/indivisiblewa/&sa=U&ved=0ahUKEwjZ35GAsevSAhWj64MKHaLRAYsQFggfMAI&usg=AFQjCNE6jzHHyLkXCpnlNH-57PuynU2F3g,https://www.facebook.com/indivisiblewa/,Indivisible Washington | Facebook,
1010,"From Wikipedia: Washington's 5th congressional district encompasses the 
Eastern Washington counties of Ferry, Stevens, Pend Oreille, Lincoln, Spokane, ...",http://www.google.com/url?q=https://www.indivisiblewa.com/district-5/&sa=U&ved=0ahUKEwjZ35GAsevSAhWj64MKHaLRAYsQFggkMAM&usg=AFQjCNHGkFGiaotxoXvce0--cR6j09zh2w,https://www.indivisiblewa.com/district-5/,District 5 — INDIVISIBLE WA,
1017,"Indivisible Richmond members and friends, Call your Members of Congress ... 
Wed 9:00 AM EDT · 919 E Main St, Richmond, VA 23219-3501, United States.",http://www.google.com/url?q=https://www.facebook.com/indivisiblerichmond/&sa=U&ved=0ahUKEwj6xL6AsevSAhWJx4MKHQegBhUQFggUMAA&usg=AFQjCNG_JNvHf7bRnhcwPDgSJmRajTgyLg,https://www.facebook.com/indivisiblerichmond/,Indivisible Richmond | Facebook,
1019,"A network to help people in Virginia connect with the Indivisible movement and 
support each... ... Sessions greeted in Richmond by protesters. Lt. Gov.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Virginia-1903755849854484/&sa=U&ved=0ahUKEwj6xL6AsevSAhWJx4MKHQegBhUQFggeMAI&usg=AFQjCNFas3czdy7ghPCt8isSVrkaspd2XQ,https://www.facebook.com/Indivisible-Virginia-1903755849854484/,Indivisible Virginia | Facebook,
1024,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwj6xL6AsevSAhWJx4MKHQegBhUQFgg5MAc&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,
1030,"Lower Hudson Valley Progressive Action Network Meeting. March 12 @ 1:30 pm 
- 4:30 pm. Riverfront Library 1 Larkin Center Yonkers, NY 10580 United States.",http://www.google.com/url?q=http://www.indivisiblewestchester.org/events/list/&sa=U&ved=0ahUKEwj1ye-AsevSAhWl6oMKHTQRBbQQFggkMAM&usg=AFQjCNHD6p4eHT_s3RPVb_srGTZUfsziow,http://www.indivisiblewestchester.org/events/list/,Upcoming Events – Indivisible Westchester,
1040,"1 day ago ... Resist Trump Tuesdays Come out to John Cornyn's office to let him know we are 
not happy with the Trump agenda, with the Texas agenda, ...",http://www.google.com/url?q=https://www.meetup.com/DFWlibertytree/events/238369371/&sa=U&ved=0ahUKEwiC5ZqBsevSAhVJ6YMKHScxBCkQFggkMAM&usg=AFQjCNFz_Y05lEDZaHznmJwC7AlhHhuAnQ,https://www.meetup.com/DFWlibertytree/events/238369371/,Protest at John Cornyn's Office - Indivisible (Liberty Tree) - DFW ...,
1041,"Sarah White is the Director of Finance and Administration of Indivisible. ... a 
nonprofit that raises funds for health-related programs and initiatives in Irving, 
Texas.",http://www.google.com/url?q=https://www.indivisible.us/sarah-white/&sa=U&ved=0ahUKEwiC5ZqBsevSAhVJ6YMKHScxBCkQFggqMAQ&usg=AFQjCNH8VOzaBJbfbgLSuTZZD0zkFFR67A,https://www.indivisible.us/sarah-white/,"Sarah White, Director of Finance and Administration at Indivisible ...",
1043,"Find your Texas State Rep Governor Greg Abbott (800) 843-5789 (512) ... Texas 
State Senate District 4–Senator Brandon Creighton ...... Irving TX 75062",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwiC5ZqBsevSAhVJ6YMKHScxBCkQFgg2MAY&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,
1056,Please be sure to also bookmark our website <http://www.mountainindivisible ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/&sa=U&ved=0ahUKEwjmz_iBsevSAhUK64MKHakDAGoQFggUMAA&usg=AFQjCNG2Jf3ix5snpQuAjGZHXpOVzMJE6w,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/,"Indivisible San Bernardino Mountains (Crestline, CA) | Meetup",
1057,"Dems out-maneuvered themselves; without CA would have won popular vote. 
Dems cave-in leave progressives scrambling. • Indivisibles visit Sierra Club; T.C.
 ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/237664746/&sa=U&ved=0ahUKEwjmz_iBsevSAhUK64MKHakDAGoQFggcMAE&usg=AFQjCNGs-PD1_MmBMlLh-LG6euTkdXQt4Q,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/237664746/,be my representative Paul Cook - Indivisible San Bernardino ...,
1058,"Our group has gained so much momentum recently, we HAVE to keep it going!! 
So we are having our biweekly meeting is this Friday. We will be discussing our ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/237852123/&sa=U&ved=0ahUKEwjmz_iBsevSAhUK64MKHakDAGoQFgghMAI&usg=AFQjCNHGYHiGMlQnXUU7qfbS0Ko9mlMXew,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/237852123/,Indivisible Huddle #2 - Indivisible San Bernardino Mountains ...,
1064,"We're writing you today as everyday citizens from California's 8th District ... T.C. 
Corrigan is founder of the Indivisible group of the San Bernardino Mountains.",http://www.google.com/url?q=https://indivisiblemb.org/&sa=U&ved=0ahUKEwjmz_iBsevSAhUK64MKHakDAGoQFgg_MAg&usg=AFQjCNERI6j1Xkd5gEOxAsLCRrCJ2Kmz9g,https://indivisiblemb.org/,Indivisible Morongo Basin – Resisting Trump's Agenda And ...,
1066,"Indivisible Tacoma. 1258 likes · 409 talking about this. Indivisible Tacoma is a 
nonpartisan community of citizen lobbyists dedicated to ... Indivisible Washington.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleTacoma/&sa=U&ved=0ahUKEwjejp-CsevSAhUCw4MKHdmgAiIQFggUMAA&usg=AFQjCNE84B5GmkPIRfe1AexN6hmOaRiwig,https://www.facebook.com/IndivisibleTacoma/,Indivisible Tacoma | Facebook,
1072,"Indivisible Seattle (7th & 9th districts) - 3000+ and growing fast ""This group is ... 
Indivisible Washington's 8th District – 600+ ... “We are Indivisible Tacoma.",http://www.google.com/url?q=https://indivisiblewashingtonguide.com/indivisible-organizations-in-washgington/&sa=U&ved=0ahUKEwjejp-CsevSAhUCw4MKHdmgAiIQFggwMAY&usg=AFQjCNEXO2wGwG2mctwq0KrCHeZDr77l8Q,https://indivisiblewashingtonguide.com/indivisible-organizations-in-washgington/,Indivisible Organizations in Washington – Action guide,
1074,"Indivisible WA CD1 General Membership Meeting. Sunday, April 9, 2017 ..... 
WHERE: Senators' district offices in Seattle, Tacoma and Everett. For list of 
events, ...",http://www.google.com/url?q=https://www.indivisiblewa.com/events/&sa=U&ved=0ahUKEwjejp-CsevSAhUCw4MKHdmgAiIQFgg7MAg&usg=AFQjCNGCGXO8BV5pToQJmI-aK1pWAwtBgA,https://www.indivisiblewa.com/events/,Events — INDIVISIBLE WA,
1075,"6 days ago ... Indivisible Tacoma is a nonpartisan community of citizen lobbyists dedicated to 
protecting our nation's values and principles through grassroots ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Tacoma/events/238355786/&sa=U&ved=0ahUKEwjejp-CsevSAhUCw4MKHdmgAiIQFghAMAk&usg=AFQjCNGYu78FObl8yP3Hc2xULyK0uag0-w,https://www.meetup.com/Resist-Tacoma/events/238355786/,"Indivisible Weekly Meeting - #Resist: Tacoma (Tacoma, WA) | Meetup",
1079,Indivisible Orange County is a group for those who are interested in working ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/&sa=U&ved=0ahUKEwjIvMqCsevSAhXC1IMKHfdNB8UQFggjMAM&usg=AFQjCNHGsRVws-dBt9vP7iqFykbs80qJqg,https://www.meetup.com/Indivisible-Orange-County/,"Indivisible Orange County (Huntington Beach, CA) | Meetup",
1082,"Indivisible Pre meet - Adam Schiff, D-Ca District 28 Town Hall is on Facebook. ... 
Glendale Community College. 1500 N Verdugo Rd, Glendale, California 91208 ...",http://www.google.com/url?q=https://www.facebook.com/events/777658085725162/&sa=U&ved=0ahUKEwjIvMqCsevSAhXC1IMKHfdNB8UQFgg6MAY&usg=AFQjCNH47J-ihn1fjyx5q0YtHIsQLrMu-Q,https://www.facebook.com/events/777658085725162/,"Indivisible Pre meet - Adam Schiff, D-Ca District 28 Town Hall",
1083,"Anyone else going to the Indivisible General Meeting tomorrow morning? Amy 
and I ... Fri 7:00 PM PST · Glendale Community College · Glendale, CA.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Silver-Lake-248852452233008/&sa=U&ved=0ahUKEwjIvMqCsevSAhXC1IMKHfdNB8UQFgg_MAc&usg=AFQjCNF-3FWat9f843NQ-GIuyXSW0BhO-Q,https://www.facebook.com/Indivisible-Silver-Lake-248852452233008/,Indivisible Silver Lake | Facebook,
1086,"Indivisible Iowa Chapter Leader Christen Bain describes her role as SD21 leader 
and ... Discussing Senator Joni Ernst's Des Moines Forum with Indivisible Iowa.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleIowa/&sa=U&ved=0ahUKEwjryvOCsevSAhVD74MKHRhkBFgQFggUMAA&usg=AFQjCNEYryzs44-Sdy92qBdcWNs_KJQDAw,https://www.facebook.com/IndivisibleIowa/,Indivisible Iowa | Facebook,
1096,"Augusta Indivisible is a grassroots organization of citizens living in the 12th Cong
. District of... ... Alternative Topics of Concern for GA District 12. Vote on this poll ...",http://www.google.com/url?q=https://www.facebook.com/augustaindivisible/&sa=U&ved=0ahUKEwi6z5WDsevSAhUD34MKHUYSBagQFggUMAA&usg=AFQjCNFE3SPwiVna60-48n-M7eSA8Lsjrw,https://www.facebook.com/augustaindivisible/,Augusta Indivisible | Facebook,
1097,"See also: United States House of Representatives elections in Georgia, 2012. 
Allen ran in the Republican ... Allen lives in Augusta, Georgia. A Methodist, he is
 ...",http://www.google.com/url?q=http://indivisible-ga.org/twelfth/about-the-incumbent-representative/&sa=U&ved=0ahUKEwi6z5WDsevSAhUD34MKHUYSBagQFggZMAE&usg=AFQjCNEYa-HSlRxGqxgLsvgApWwUy56DZQ,http://indivisible-ga.org/twelfth/about-the-incumbent-representative/,About the Incumbent Representative – Indivisible Georgia's Twelfth ...,
1101,"... NJ · Georgia Sierra Club - Savannah River Group (Augusta, GA) 628 Sierrans 
..... Indivisible: Narberth and Beyond: Progressives Resist Trump 120 Members ...",http://www.google.com/url?q=https://www.meetup.com/topics/political-activism/all/&sa=U&ved=0ahUKEwi6z5WDsevSAhUD34MKHUYSBagQFggzMAc&usg=AFQjCNHOcfwgYiY7cI7ODz10G6Ktnd6CGA,https://www.meetup.com/topics/political-activism/all/,All Political Activism Meetups - Meetup,
1105,"Fountain Street Church. 24 Fountain St NE, Grand Rapids, Michigan 49503 ... 
Indivisible is a non-profit national movement with local chapters. Immediately 
after ...",http://www.google.com/url?q=https://www.facebook.com/events/413020442371046/&sa=U&ved=0ahUKEwjF9L-DsevSAhWr54MKHf5JA9cQFggaMAE&usg=AFQjCNGUAvG1REjpxV31IwTpj3MyglO4OQ,https://www.facebook.com/events/413020442371046/,Indivisible Grand Rapids Group Gathering - Facebook,
1114,Indivisible Orange County is a group for those who are interested in working ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/&sa=U&ved=0ahUKEwiXsO6DsevSAhUL64MKHbEaCL8QFggUMAA&usg=AFQjCNHGsRVws-dBt9vP7iqFykbs80qJqg,https://www.meetup.com/Indivisible-Orange-County/,"Indivisible Orange County (Huntington Beach, CA) | Meetup",
1115,"Jan 20, 2017 ... We had a great meeting downtown HB last night and I learned quite a bit ... The 
California's Nurses Association is hosting a rally organized by ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/events/236772703/&sa=U&ved=0ahUKEwiXsO6DsevSAhUL64MKHbEaCL8QFgggMAE&usg=AFQjCNGnfVoOSmVCWyf96nu--efyC8wXTg,https://www.meetup.com/Indivisible-Orange-County/events/236772703/,Review the Indivisible Guide and Discuss - Indivisible Orange ...,
1116,"Mar 12, 2017 ... Indivisible Orange County ... 2200 Crenshaw Boulevard, Torrance, CA (map). 
33.826008 ... Huntington Beach Non Profit Organizations Meetup.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/events/wdplsmywfbqb/&sa=U&ved=0ahUKEwiXsO6DsevSAhUL64MKHbEaCL8QFggmMAI&usg=AFQjCNF_fa0vWZIQG_PB4sKKem1wxQ4W-g,https://www.meetup.com/Indivisible-Orange-County/events/wdplsmywfbqb/,"Basketball - Indivisible Orange County (Huntington Beach, CA ...",
1117,"Indivisible OC shared California 45th's event. · March 5 at 12:48pm ..... Mon 1:00 
PM PST · Triangle Park, Huntington Beach · Huntington Beach, CA. 691 people ...",http://www.google.com/url?q=https://www.facebook.com/indivisibleoc/&sa=U&ved=0ahUKEwiXsO6DsevSAhUL64MKHbEaCL8QFggsMAM&usg=AFQjCNEHg1V-pJXW8AIXNKuYf7vYG4O-sw,https://www.facebook.com/indivisibleoc/,Indivisible OC | Facebook,
1118,"Inspired by the Indivisible Guide, we are constituents advocating our members ... 
HB Police Verifies the Facts, Contrary to Rohrabacher's LiesFebruary 16, 2017 ...",http://www.google.com/url?q=http://www.indivisibleoc.org/&sa=U&ved=0ahUKEwiXsO6DsevSAhUL64MKHbEaCL8QFggxMAQ&usg=AFQjCNF-aPHuAzebJxCIBgGVqI-VIzDqUw,http://www.indivisibleoc.org/,INDIVISIBLE ORANGE COUNTY: Home,
1119,"Los Angeles, CA 90025 (310) 914-7300 (202) 224-3841. Kamala Harris (D) ... 
Suite 380. Huntington Beach, CA 92648. Phone: (714) 960-6483, (202) 225-
2415.",http://www.google.com/url?q=http://www.indivisibleoc.org/contact-your-rep/&sa=U&ved=0ahUKEwiXsO6DsevSAhUL64MKHbEaCL8QFgg2MAU&usg=AFQjCNGSBcHzk4Lq0F53gFRPFn4SAWGB8w,http://www.indivisibleoc.org/contact-your-rep/,Contact Your Rep | INDIVISIBLE ORANGE COUNTY,
1125,"Indivisible Mobile. 64 likes · 3 talking ... Indivisible Mobile shared Robert Reich's 
post. .... Haters on AL.com quote Rush Limbaugh and Sean Hannity. Bumper ...",http://www.google.com/url?q=https://www.facebook.com/indivisiblemobile/&sa=U&ved=0ahUKEwi_h6GEsevSAhUQ3YMKHQSBBGUQFggaMAE&usg=AFQjCNHSV4fAT2T5m3P-YR-DVQ8T46ztYQ,https://www.facebook.com/indivisiblemobile/,Indivisible Mobile | Facebook,
1131,"Bishop was born in Mobile, Alabama to Minnie B. Slade and Sanford Dixon 
Bishop, who was the first president of Bishop State Community College. He was ...",http://www.google.com/url?q=http://indivisible-ga.org/second/about-the-incumbent-representative/&sa=U&ved=0ahUKEwi_h6GEsevSAhUQ3YMKHQSBBGUQFghCMAk&usg=AFQjCNHQifYVJ8PbGdHqNH64KYSF_52UHA,http://indivisible-ga.org/second/about-the-incumbent-representative/,About the Incumbent Representative – Indivisible Georgia's Second ...,
1132,"Meetups in Moreno Valley. These are just some of the ... of. Moreno Valley, CA. 
Groups · Calendar ... Indivisible San Bernardino Mountains. We're 120 Members.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/moreno_valley/&sa=U&ved=0ahUKEwjr-tSEsevSAhXI1IMKHYbfCmUQFggUMAA&usg=AFQjCNEQBkfdtvgUzYnpEiq5xxdATnQknA,https://www.meetup.com/cities/us/ca/moreno_valley/,"Meetups near Moreno Valley, California | Meetup",
1133,"Find Meetups in Moreno Valley, California about Cooking Classes and meet 
people in your local community who share ... Indivisible San Bernardino 
Mountains.",http://www.google.com/url?q=http://www.meetup.com/topics/cooking-classes/us/ca/moreno_valley/&sa=U&ved=0ahUKEwjr-tSEsevSAhXI1IMKHYbfCmUQFggZMAE&usg=AFQjCNFtvDzm1ViNkA_zZJf88IEM7YQ5LA,http://www.meetup.com/topics/cooking-classes/us/ca/moreno_valley/,Cooking Classes Meetups in Moreno Valley - Meetup,
1135,"Indivisible East Bay. 2629 likes · 440 talking about this. Following the principles 
of the Indivisible Guide, starting a movement in California's 11th,...",http://www.google.com/url?q=https://www.facebook.com/indivisibleeb/about&sa=U&ved=0ahUKEwjr-tSEsevSAhXI1IMKHYbfCmUQFggkMAM&usg=AFQjCNGzxXOb_dyf9xGEaqjDEZx_GsqAgw,https://www.facebook.com/indivisibleeb/about,Indivisible East Bay - About | Facebook,
1142,"Indivisible: Arkansas. 632 likes · 11 talking about this. This is a nonpartisan group 
committed to opposing the Trump agenda.",http://www.google.com/url?q=https://www.facebook.com/indivisiblearkansas/&sa=U&ved=0ahUKEwjvvoaFsevSAhVK3IMKHRz7DTAQFggUMAA&usg=AFQjCNEpba_-GFHkzNkEwE8L2HBofZOSaw,https://www.facebook.com/indivisiblearkansas/,Indivisible: Arkansas | Facebook,
1145,"Feb 12, 2017 ... #Resist: Little Rock ... Women's March Huddle with Indivisible Little Rock ... https
://actionnetwork.org/events/indivisible-central-arkansas?",http://www.google.com/url?q=https://www.meetup.com/Resist-Little-Rock/events/237591179/&sa=U&ved=0ahUKEwjvvoaFsevSAhVK3IMKHRz7DTAQFggjMAM&usg=AFQjCNG8LsrT5JojMj4-7QiQCjY3LnTiyg,https://www.meetup.com/Resist-Little-Rock/events/237591179/,Women's March Huddle with Indivisible Little Rock - #Resist: Little ...,
1153,"If you're in or near Amarillo and want to use the Indivisible Guide to fight the 
Trump ... justice and democracy in America, Texas, and Amarillo, you're not alone
.",http://www.google.com/url?q=https://indivisibleamarillo.org/&sa=U&ved=0ahUKEwi86rmFsevSAhXF7IMKHTHpAoYQFggZMAE&usg=AFQjCNF9_fYq1CmFDIhRfglGulrhPvr7OQ,https://indivisibleamarillo.org/,Indivisible Amarillo | Organizing in Amarillo to use the Indivisible Guide,
1156,"Capitol Phone: (512) 463-0131. Capitol Address: P.O. Box 12068, Capitol Station 
Austin, TX 78711. District Address: P.O. Box 9155. Amarillo TX 79105",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwi86rmFsevSAhXF7IMKHTHpAoYQFggqMAQ&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,
1160,"... CO · Collin County Liberally Groups 422 Liberal thinkers and drinkers | Plano, 
TX ..... Texas Panhandle Blues in a Red State 134 Blurples | Amarillo, TX · Gen Y 
... Indivisible: Narberth and Beyond: Progressives Resist Trump 120 Members ...",http://www.google.com/url?q=https://www.meetup.com/topics/political-activism/all/&sa=U&ved=0ahUKEwi86rmFsevSAhXF7IMKHTHpAoYQFghFMAk&usg=AFQjCNHOcfwgYiY7cI7ODz10G6Ktnd6CGA,https://www.meetup.com/topics/political-activism/all/,All Political Activism Meetups - Meetup,
1161,"The mission of Indivisible Columbus, Georgia is to follow the action plan outlined 
in the Indivisible Guide in an effort to resist current White House administration ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleColumbusGeorgia/&sa=U&ved=0ahUKEwjLuuKFsevSAhUF2IMKHRmUC84QFggUMAA&usg=AFQjCNH34oomaJL_Fp_jvJsyxGe4sSVYYg,https://www.facebook.com/IndivisibleColumbusGeorgia/,"Indivisible Columbus, Ga | Facebook",
1162,"Indivisible Columbus, Ga. 40 likes · 50 talking about this. Our goal is to resist 
Trump's agenda through demanding environmental, racial, social and...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleColumbusGeorgia/%3Fref%3Dpage_internal%26hc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwjLuuKFsevSAhUF2IMKHRmUC84QFggZMAE&usg=AFQjCNEYlq7FfUCvfxxnrojlC1O83Lu1tw,https://www.facebook.com/IndivisibleColumbusGeorgia/?ref=page_internal&hc_ref=PAGES_TIMELINE&fref=nf,"Indivisible Columbus, Ga | Facebook",
1166,"For more about Indivisible Georgia, click here. Click here to find your district. 
Click here for an overview of Georgia congressmen. For detailed information 
about ...",http://www.google.com/url?q=http://indivisible-ga.org/&sa=U&ved=0ahUKEwjLuuKFsevSAhUF2IMKHRmUC84QFgguMAU&usg=AFQjCNGmi68lcHK35Q4OW2JCzJUl6zQzpA,http://indivisible-ga.org/,Indivisible Georgia,
1167,"Member of the Georgia House of Representatives from the 94th ... After receiving 
his honorable discharge, Bishop operated a law firm in Columbus, Georgia.",http://www.google.com/url?q=http://indivisible-ga.org/second/about-the-incumbent-representative/&sa=U&ved=0ahUKEwjLuuKFsevSAhUF2IMKHRmUC84QFggzMAY&usg=AFQjCNHQifYVJ8PbGdHqNH64KYSF_52UHA,http://indivisible-ga.org/second/about-the-incumbent-representative/,About the Incumbent Representative – Indivisible Georgia's Second ...,
1168,"Indivisible Columbus, Georgia Columbus, GA 31901 https://www.facebook.com/
groups/322184014843055/. Sumter Speaks Americus, GA 31709",http://www.google.com/url?q=http://indivisible-ga.org/second/contacts/&sa=U&ved=0ahUKEwjLuuKFsevSAhUF2IMKHRmUC84QFgg4MAc&usg=AFQjCNH3M3w2TMLf7eGBuLDuV4Aa0XbHsg,http://indivisible-ga.org/second/contacts/,Contacts – Indivisible Georgia's Second District,
1171,"Indivisible: Your Hard Work is Working – It Shows in the Good News ..... Call 
Hannah-Beth Jackson: “ Yes” on CA Environmental Defense Bills SB 49 and SB 
50.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleVentura/&sa=U&ved=0ahUKEwiIkoyGsevSAhWlzIMKHbEvCIgQFggUMAA&usg=AFQjCNHhx5t9UPhOWalPk8aDKJF2DMp8qQ,https://www.facebook.com/IndivisibleVentura/,Indivisible Ventura | Facebook,
1172,"Greater Oxnard Organization of Democrats - GOOD Club, Oxnard, California. 333 
likes · 5 talking about this · 10 were here. To serve as the official voice...",http://www.google.com/url?q=https://www.facebook.com/greateroxnarddems/&sa=U&ved=0ahUKEwiIkoyGsevSAhWlzIMKHbEvCIgQFggZMAE&usg=AFQjCNGTAMT0MvjyLFgiSYLgkBaPRfzdzA,https://www.facebook.com/greateroxnarddems/,Greater Oxnard Organization of Democrats - GOOD Club | Facebook,
1173,"[masked]. SNAP Seabridge Neighborhood Association of Progressives Oxnard, 
CA 93035 www.snapoxnard.org. Indivisible CA-25 Simi Valley Porter Ranch",http://www.google.com/url?q=https://www.meetup.com/Humanist-Community-of-Ventura-County/events/236972636/&sa=U&ved=0ahUKEwiIkoyGsevSAhWlzIMKHbEvCIgQFgggMAI&usg=AFQjCNFBuzNR4KQhkH3ZD_1mVNEIyuZDGg,https://www.meetup.com/Humanist-Community-of-Ventura-County/events/236972636/,Sunday Brunch with Family & Friends - Humanist Community of ...,
1177,"2 days ago ... We invite you to join the Indivisible Ventura community as we learn from 
immigration activists about how we ... rights for the ACLU of California and staff 
attorney at the ACLU of Southern California. ... Oxnard (805) 379-1779",http://www.google.com/url?q=https://indivisibleventura.org/tag/meeting/&sa=U&ved=0ahUKEwiIkoyGsevSAhWlzIMKHbEvCIgQFgg3MAY&usg=AFQjCNFDAZoiQVctokvIuIpobhe6nWuWHA,https://indivisibleventura.org/tag/meeting/,Meeting – INDIVISIBLE VENTURA,
1179,"Santa Barbara, Ca 222 East Carrillo, Suite 309. Santa Barbara, CA 93101 (805) 
965-0862. Oxnard, Ca 300 E. Esplanade Drive, Suite 430. Oxnard, CA 93036",http://www.google.com/url?q=https://www.indivisibleconejo.org/state-officials/&sa=U&ved=0ahUKEwiIkoyGsevSAhWlzIMKHbEvCIgQFghCMAg&usg=AFQjCNHn3-n6_wHKTK23DNqxTBiaDUVTaw,https://www.indivisibleconejo.org/state-officials/,State Officials — Indivisible: Conejo,
1181,Please be sure to also bookmark our website <http://www.mountainindivisible ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/&sa=U&ved=0ahUKEwjm5LmGsevSAhWm24MKHZ2tDTQQFggUMAA&usg=AFQjCNG2Jf3ix5snpQuAjGZHXpOVzMJE6w,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/,"Indivisible San Bernardino Mountains (Crestline, CA) | Meetup",
1182,"Feb 28, 2017 ... We are associated with the broader ""Indivisible"" movement -- a ... group is 
specifically for residents of California's 8th Congressional District.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/past/%3Fscroll%3Dtrue&sa=U&ved=0ahUKEwjm5LmGsevSAhWm24MKHZ2tDTQQFggcMAE&usg=AFQjCNHfConZr8Qac0VejnD0ZWyLiVOipA,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/past/?scroll=true,Past Meetups 16,
1189,"To see more from Indivisible Men on Facebook, log in or create an account. Sign 
UpLog In. Not Now .... -Fontana, California (Kaiser, CA yard) - 46.6 miles.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleMen/posts/687700348018987&sa=U&ved=0ahUKEwjm5LmGsevSAhWm24MKHZ2tDTQQFghEMAg&usg=AFQjCNEFOWLTNV7I1J2sRapxGSQ4ombvYA,https://www.facebook.com/IndivisibleMen/posts/687700348018987,"Indivisible Men - Renzenberger, Inc, states that you only... | Facebook",
1191,"Indivisible East Tennessee. 2934 likes · 1066 talking about this. Resisting the 
Trump Agenda in Tennessee's 2nd Congressional District: Knox, Blount,...",http://www.google.com/url?q=https://www.facebook.com/indivisibleEastTN/&sa=U&ved=0ahUKEwjmuOSGsevSAhVs1oMKHZ7nDpoQFggUMAA&usg=AFQjCNGOtQdI1jTf_KIACkzxLV8FJpiBuw,https://www.facebook.com/indivisibleEastTN/,Indivisible East Tennessee | Facebook,
